customer_id,age,income_lpa,city_tier,spend_score,frequency_pm,avg_order_val,recency_days,total_orders,total_spend,clv,cat_electronics,cat_fashion,cat_grocery,cat_beauty,cat_sports,cat_home,app_sessions_pw,email_open_rate,push_click_rate,web_sessions_pw,pages_per_session,cart_abandon_rate,wishlist_items,reviews_written,returns_rate,referrals_made,pref_mobile,pref_desktop,pref_app,loyalty_years,nps_score,satisfaction,support_tickets,discount_usage,engagement_score,churn_risk
C01097,39,17.57,1,30.4,3.0,200,6,30,6000,19680,0.223,0.697,0.251,0.369,0.112,0.187,0.1,0.596,0.473,0.1,1.8,0.587,0,4,0.28,0,0.778,0.22199999999999998,0.568,3.0,9,5,0,0.33,30.4,0.352
C01098,18,27.56,3,38.3,1.1,842,5,13,10946,37591,0.363,0.676,0.61,0.089,0.542,0.047,0.0,0.382,0.068,0.0,1.0,0.537,1,2,0.312,0,0.669,0.33099999999999996,0.362,0.5,7,5,1,0.773,26.8,0.463
C01099,49,47.47,1,30.4,2.6,200,4,29,5800,9517,0.073,0.377,0.522,0.221,0.048,0.177,1.6,0.536,0.174,3.1,2.4,0.715,1,1,0.176,3,0.556,0.44399999999999995,0.423,1.5,4,4,1,0.434,33.5,0.377
C01100,42,18.72,2,42.1,0.5,200,40,5,1000,2443,0.313,0.477,0.208,0.225,0.105,0.331,1.0,0.302,0.114,0.6,2.3,0.699,1,1,0.118,0,0.256,0.744,0.601,0.6,6,5,1,0.334,29.2,0.541
C01101,50,8.74,1,40.7,2.2,413,9,25,10325,26811,0.072,0.107,0.868,0.072,0.059,0.558,0.5,0.329,0.253,0.3,1.6,0.714,3,2,0.161,0,0.594,0.406,0.305,6.2,4,5,1,0.312,27.8,0.455
C01102,18,34.5,1,37.2,7.8,200,20,81,16200,27310,0.587,0.314,0.466,0.154,0.191,0.214,1.8,0.438,0.394,1.3,11.9,0.243,2,1,0.225,0,0.572,0.42800000000000005,0.684,0.1,10,4,2,0.254,34.0,0.292
C01103,63,17.3,3,28.3,4.3,200,89,44,8800,19844,0.218,0.273,0.739,0.395,0.093,0.28,0.0,0.273,0.199,0.0,1.0,0.161,3,1,0.268,0,0.704,0.29600000000000004,0.263,2.2,9,3,1,0.373,19.5,0.506
C01104,36,12.75,1,24.2,6.9,200,25,89,17800,37988,0.374,0.511,0.583,0.272,0.346,0.22,3.1,0.266,0.192,2.1,7.0,0.702,5,1,0.057,0,0.827,0.17300000000000004,0.474,5.3,9,4,1,0.513,27.9,0.372
C01105,51,17.4,3,40.3,4.5,200,111,47,9400,24178,0.364,0.552,0.154,0.134,0.388,0.324,2.0,0.229,0.374,2.1,1.8,0.903,2,1,0.095,2,0.591,0.40900000000000003,0.353,3.9,9,4,0,0.279,29.6,0.539
C01106,26,22.16,1,39.5,4.9,626,31,40,25040,70672,0.103,0.548,0.654,0.331,0.328,0.607,3.8,0.16,0.11,2.3,1.0,0.887,2,1,0.079,1,0.879,0.121,0.19,0.7,7,4,1,0.272,33.1,0.461
C01107,45,17.59,2,40.7,6.7,200,23,56,11200,32558,0.2,0.473,0.804,0.086,0.068,0.449,0.1,0.218,0.048,0.1,1.3,0.372,3,1,0.121,1,0.722,0.278,0.409,1.9,10,5,0,0.457,23.1,0.389
C01108,25,7.29,2,43.0,3.0,200,62,39,7800,13833,0.211,0.497,0.682,0.341,0.185,0.434,1.8,0.302,0.256,2.5,9.3,0.583,5,2,0.191,1,0.843,0.15700000000000003,0.348,0.2,9,3,2,0.608,32.2,0.501
C01109,31,40.18,3,40.5,3.2,200,3,44,8800,27508,0.044,0.494,0.47,0.327,0.245,0.394,0.0,0.084,0.206,0.0,7.0,0.409,3,3,0.485,0,0.482,0.518,0.878,0.8,10,4,1,0.507,18.7,0.497
C01110,61,49.46,2,46.5,6.0,200,4,73,14600,41713,0.371,0.483,0.615,0.363,0.239,0.54,0.2,0.193,0.272,0.3,1.0,0.711,3,3,0.478,3,0.305,0.6950000000000001,0.417,1.2,7,5,1,0.294,25.0,0.394
C01111,36,35.1,2,31.1,6.3,472,47,64,30208,99026,0.058,0.327,0.791,0.305,0.045,0.136,0.0,0.467,0.143,0.0,1.0,0.484,2,2,0.056,2,0.509,0.491,0.369,0.2,6,4,1,0.192,26.4,0.351
C01112,41,13.12,1,26.5,1.6,254,30,22,5588,13404,0.405,0.276,0.513,0.184,0.017,0.385,1.6,0.09,0.4,2.1,4.5,0.785,1,2,0.449,1,0.531,0.469,0.551,0.5,8,5,1,0.575,18.6,0.565
C01113,48,21.96,1,28.7,1.4,1156,70,17,19652,64611,0.337,0.473,0.604,0.201,0.11,0.214,0.0,0.351,0.13,0.0,1.5,0.471,2,3,0.164,3,0.693,0.30700000000000005,0.181,4.6,9,2,0,0.433,22.0,0.536
C01114,44,24.44,3,45.4,3.3,200,112,43,8600,27791,0.474,0.148,0.713,0.057,0.019,0.17,0.4,0.651,0.174,0.8,10.1,0.751,1,0,0.213,2,0.738,0.262,0.395,1.6,9,4,4,0.134,39.0,0.444
C01115,40,34.1,1,31.0,5.0,416,22,63,26208,62292,0.034,0.518,0.242,0.181,0.478,0.344,1.5,0.254,0.166,1.3,6.2,0.484,2,1,0.417,2,0.582,0.41800000000000004,0.63,7.1,7,5,0,0.63,25.0,0.421
C01116,42,35.43,2,42.6,5.0,200,41,51,10200,23075,0.579,0.638,0.462,0.198,0.182,0.277,0.7,0.194,0.099,0.6,8.3,0.625,3,1,0.114,0,0.556,0.44399999999999995,0.154,0.4,8,5,1,0.328,25.2,0.46
C01117,67,16.38,3,28.2,0.5,200,31,5,1000,3366,0.022,0.321,0.239,0.348,0.258,0.153,0.0,0.198,0.301,0.0,1.0,0.701,2,2,0.183,1,0.866,0.134,0.671,2.8,3,5,1,0.375,17.2,0.562
C01118,37,25.66,1,32.8,6.8,492,180,62,30504,89387,0.372,0.527,0.651,0.143,0.206,0.425,4.6,0.471,0.39,3.6,1.0,0.78,5,2,0.31,1,0.559,0.44099999999999995,0.055,3.6,8,5,0,0.171,42.4,0.483
C01119,40,31.55,3,29.7,2.0,200,80,20,4000,13426,0.072,0.653,0.787,0.375,0.11,0.48,1.7,0.319,0.1,2.3,10.7,0.475,3,1,0.179,0,0.46,0.54,0.486,3.7,7,3,2,0.525,27.1,0.541
C01120,51,54.64,2,28.5,3.7,200,109,47,9400,29083,0.236,0.157,0.817,0.249,0.025,0.206,5.2,0.62,0.495,7.9,2.1,0.528,5,4,0.325,1,0.477,0.523,0.397,3.6,5,5,1,0.396,47.1,0.439
C01121,51,36.14,2,37.2,1.6,200,13,21,4200,11418,0.072,0.296,0.406,0.273,0.153,0.415,0.0,0.273,0.171,0.0,2.1,0.47,2,2,0.157,0,0.884,0.11599999999999999,0.574,0.5,7,4,1,0.725,23.1,0.492
C01122,52,37.86,3,38.1,8.9,200,67,110,22000,38098,0.191,0.262,0.572,0.599,0.196,0.301,0.8,0.656,0.284,1.2,4.6,0.833,1,0,0.317,1,0.748,0.252,0.328,1.5,6,5,2,0.114,37.6,0.25
C01123,46,25.69,1,26.2,3.5,200,14,38,7600,15831,0.353,0.339,0.836,0.381,0.156,0.179,1.5,0.052,0.575,1.1,2.0,0.488,3,2,0.234,0,0.662,0.33799999999999997,0.15,5.6,8,4,2,0.121,17.0,0.511
C01124,24,53.29,1,31.7,2.4,568,11,20,11360,39052,0.32,0.548,0.549,0.265,0.41,0.172,5.0,0.659,0.177,4.7,8.3,0.497,2,1,0.104,1,0.857,0.14300000000000002,0.219,2.1,9,4,0,0.399,48.9,0.353
C01125,58,30.73,2,25.4,5.0,200,130,42,8400,17966,0.207,0.617,0.371,0.028,0.369,0.481,4.7,0.512,0.645,7.6,12.8,0.575,2,0,0.092,2,0.445,0.5549999999999999,0.27,1.2,7,2,1,0.602,41.0,0.462
C01126,24,15.28,1,32.1,4.1,200,1,42,8400,14167,0.489,0.175,0.464,0.136,0.342,0.167,0.3,0.393,0.4,0.2,1.6,0.549,2,1,0.113,1,0.748,0.252,0.236,0.0,9,5,0,0.23,25.6,0.379
C01127,42,53.08,2,22.1,3.7,200,151,40,8000,23321,0.078,0.37,0.765,0.128,0.288,0.355,0.4,0.149,0.276,0.5,1.0,0.568,3,4,0.607,0,0.442,0.558,0.869,2.3,5,3,0,0.243,14.6,0.627
C01128,29,36.01,3,28.8,5.1,200,7,59,11800,35023,0.067,0.13,0.662,0.182,0.117,0.193,1.5,0.184,0.674,2.1,1.0,0.657,8,2,0.058,0,0.68,0.31999999999999995,0.13,5.6,8,5,0,0.571,22.0,0.423
C01129,37,19.23,2,32.4,1.1,200,77,9,1800,3728,0.074,0.764,0.38,0.274,0.326,0.389,3.6,0.153,0.621,2.7,1.0,0.592,7,1,0.036,0,0.867,0.133,0.206,0.6,7,1,1,0.518,29.4,0.611
C01130,42,18.85,1,34.3,1.8,557,15,25,13925,29178,0.232,0.767,0.775,0.084,0.53,0.295,1.5,0.632,0.145,1.4,1.0,0.513,0,3,0.227,3,0.655,0.345,0.151,12.0,7,4,0,0.385,37.6,0.381
C01131,42,28.88,3,45.7,0.5,200,19,5,1000,2438,0.055,0.357,0.456,0.299,0.146,0.148,2.0,0.226,0.259,2.8,1.0,0.684,3,1,0.419,2,0.587,0.41300000000000003,0.439,0.6,5,4,1,0.228,31.7,0.54
C01132,43,31.65,2,37.0,0.6,202,11,8,1616,2494,0.277,0.163,0.618,0.131,0.332,0.215,3.8,0.309,0.412,4.5,1.0,0.608,8,4,0.336,0,0.682,0.31799999999999995,0.495,2.1,5,3,0,0.294,36.6,0.504
C01133,57,27.34,2,37.7,6.7,200,40,75,15000,46180,0.229,0.324,0.659,0.188,0.315,0.257,3.4,0.559,0.445,5.1,2.8,0.883,3,3,0.228,1,0.388,0.612,0.186,1.6,7,5,0,0.79,43.1,0.306
C01134,43,29.11,2,39.2,6.4,200,19,56,11200,23903,0.185,0.137,0.751,0.168,0.213,0.296,3.5,0.36,0.219,6.2,4.9,0.684,5,1,0.166,0,0.817,0.18300000000000005,0.76,3.7,9,4,0,0.465,38.0,0.35
C01135,35,62.49,3,46.3,4.6,200,48,59,11800,37849,0.079,0.437,0.629,0.157,0.144,0.595,3.5,0.492,0.14,2.5,16.4,0.563,4,2,0.057,0,0.251,0.749,0.159,1.7,8,4,2,0.491,44.8,0.388
C01136,50,44.23,2,35.6,7.1,200,1,87,17400,54032,0.434,0.415,0.247,0.227,0.332,0.155,4.6,0.254,0.168,2.8,1.0,0.796,2,3,0.097,1,0.563,0.43700000000000006,0.577,1.0,8,4,3,0.41,37.0,0.344
C01137,52,27.24,3,25.3,2.8,200,3,31,6200,17501,0.254,0.571,0.197,0.539,0.114,0.66,0.0,0.197,0.073,0.0,4.8,0.393,4,1,0.229,1,0.764,0.236,0.248,8.0,9,4,1,0.453,16.0,0.473
C01138,23,41.17,3,39.0,3.2,200,5,35,7000,15048,0.235,0.376,0.706,0.331,0.137,0.556,6.3,0.494,0.036,10.4,3.2,0.569,3,3,0.306,1,0.619,0.381,0.3,2.1,6,4,2,0.553,51.2,0.376
C01139,45,13.9,1,34.7,2.7,263,24,23,6049,15320,0.17,0.259,0.6,0.232,0.104,0.408,3.4,0.176,0.278,4.0,2.6,0.406,3,1,0.158,1,0.913,0.08699999999999997,0.38,0.1,7,3,1,0.47,30.4,0.505
C01140,46,30.53,2,23.3,3.0,200,76,36,7200,17206,0.287,0.276,0.784,0.219,0.376,0.078,1.3,0.399,0.236,1.4,5.1,0.421,3,6,0.168,2,0.512,0.488,0.13,1.5,9,5,2,0.516,25.6,0.487
C01141,34,66.36,3,41.2,4.2,200,99,57,11400,24827,0.563,0.254,0.638,0.044,0.173,0.118,4.5,0.808,0.142,6.3,1.1,0.787,4,4,0.564,2,0.09,0.91,0.04,1.7,2,4,1,0.856,55.6,0.359
C01142,55,21.76,2,29.2,5.2,200,13,45,9000,28766,0.134,0.449,0.758,0.228,0.384,0.306,0.7,0.391,0.489,0.9,1.5,0.695,1,3,0.146,0,0.364,0.636,0.385,0.1,8,4,1,0.68,25.7,0.365
C01143,36,15.39,3,29.2,2.9,200,38,28,5600,13815,0.14,0.514,0.243,0.128,0.083,0.227,2.3,0.348,0.411,2.8,1.9,0.914,3,2,0.166,1,0.561,0.43899999999999995,0.447,2.9,8,5,0,0.848,29.7,0.464
C01144,40,17.14,3,40.9,4.1,200,66,55,11000,34820,0.095,0.512,0.701,0.168,0.255,0.189,2.5,0.322,0.316,4.3,1.0,0.521,0,2,0.367,1,0.616,0.384,0.74,1.7,8,3,0,0.422,34.3,0.471
C01145,36,13.47,2,29.6,4.6,1085,15,45,48825,83512,0.292,0.646,0.644,0.573,0.368,0.324,3.0,0.487,0.127,2.3,2.6,0.577,3,2,0.136,0,0.577,0.42300000000000004,0.25,0.3,9,3,1,0.261,36.3,0.353
C01146,38,15.93,2,24.7,3.4,530,24,41,21730,38724,0.395,0.44,0.64,0.434,0.34,0.127,0.4,0.431,0.119,0.6,1.0,0.433,5,2,0.131,1,0.588,0.41200000000000003,0.137,1.0,7,3,1,0.293,24.1,0.411
C01147,25,20.01,3,34.9,0.9,515,33,10,5150,17791,0.111,0.381,0.781,0.289,0.138,0.364,3.2,0.629,0.11,5.2,1.5,0.334,1,3,0.078,0,0.257,0.743,0.279,1.7,9,4,1,0.376,43.4,0.425
C01148,21,11.32,3,19.4,0.5,586,7,6,3516,9407,0.234,0.693,0.534,0.117,0.429,0.731,0.3,0.491,0.232,0.6,1.0,0.543,1,1,0.124,1,0.481,0.519,0.27,5.1,6,4,0,0.438,23.5,0.448
C01149,57,24.74,2,30.0,3.3,200,1,35,7000,17637,0.211,0.503,0.295,0.059,0.176,0.312,3.0,0.631,0.341,5.8,1.0,0.656,2,2,0.132,1,0.516,0.484,0.249,1.5,6,5,2,0.835,40.8,0.328
C01150,28,40.3,1,41.0,3.3,200,7,32,6400,16296,0.326,0.164,0.465,0.145,0.148,0.702,1.8,0.64,0.056,2.3,1.8,0.517,0,1,0.055,1,0.368,0.632,0.502,5.9,10,5,1,0.147,41.5,0.332
C01151,26,14.89,2,23.6,2.8,200,44,23,4600,8880,0.338,0.127,0.447,0.071,0.547,0.068,0.0,0.419,0.658,0.0,3.8,0.376,3,0,0.359,0,0.692,0.30800000000000005,0.188,3.5,6,2,1,0.411,22.0,0.451
C01152,18,56.58,2,40.7,4.2,676,3,52,35152,103256,0.187,0.56,0.651,0.339,0.228,0.317,0.7,0.194,0.151,0.9,1.0,0.592,2,1,0.19,1,0.608,0.392,0.285,2.6,5,5,0,0.192,24.4,0.438
C01153,30,32.49,2,34.3,8.5,200,9,106,21200,35395,0.083,0.738,0.642,0.37,0.111,0.273,3.3,0.29,0.256,5.3,20.0,0.573,4,2,0.471,1,0.696,0.30400000000000005,0.571,2.4,8,5,0,0.385,33.3,0.307
C01154,22,43.24,2,30.9,1.1,200,19,13,2600,6881,0.092,0.101,0.784,0.546,0.052,0.45,1.3,0.279,0.211,0.7,1.3,0.687,4,2,0.183,1,0.327,0.673,0.45,3.3,10,5,0,0.296,25.0,0.509
C01155,58,17.08,2,42.2,0.5,200,4,6,1200,3170,0.149,0.56,0.403,0.305,0.191,0.218,3.8,0.465,0.161,2.9,1.0,0.546,2,1,0.015,2,0.747,0.253,0.32,1.5,9,5,3,0.49,43.4,0.452
C01156,50,39.25,2,49.4,4.2,200,10,40,8000,26627,0.294,0.622,0.673,0.109,0.058,0.273,0.0,0.283,0.102,0.0,1.0,0.534,3,1,0.269,1,0.394,0.606,0.346,1.4,7,4,2,0.253,28.2,0.419
C01157,30,13.46,1,31.3,1.8,200,109,15,3000,7657,0.111,0.605,0.421,0.158,0.371,0.277,2.7,0.262,0.08,2.1,4.4,0.624,2,1,0.1,1,0.53,0.47,0.739,0.6,8,5,1,0.429,29.3,0.595
C01158,65,40.03,2,26.5,4.2,200,1,54,10800,19161,0.298,0.178,0.485,0.309,0.217,0.355,1.7,0.589,0.16,1.4,4.4,0.757,2,3,0.323,2,0.668,0.33199999999999996,0.214,2.0,10,2,0,0.182,33.9,0.318
C01159,50,26.96,2,34.5,4.2,200,48,46,9200,24339,0.287,0.433,0.625,0.386,0.14,0.142,1.0,0.329,0.364,1.9,9.3,0.671,3,0,0.293,3,0.497,0.503,0.32,3.0,9,4,1,0.622,27.0,0.447
C01160,34,33.26,1,32.0,5.9,348,22,58,20184,33963,0.672,0.568,0.777,0.334,0.065,0.24,0.0,0.4,0.315,0.0,1.0,0.575,3,2,0.195,1,0.53,0.47,0.288,0.8,3,5,5,0.199,24.8,0.354
C01161,18,12.85,1,31.1,0.5,200,50,4,800,1526,0.521,0.222,0.603,0.277,0.046,0.359,1.7,0.388,0.312,1.6,1.9,0.488,5,2,0.098,0,0.919,0.08099999999999996,0.512,0.7,8,4,1,0.352,29.7,0.526
C01162,65,14.99,2,31.7,1.5,200,40,13,2600,4062,0.788,0.116,0.695,0.046,0.279,0.229,0.0,0.538,0.147,0.0,8.8,0.658,2,5,0.273,0,0.504,0.496,0.317,0.5,10,3,2,0.55,28.8,0.444
C01163,21,34.07,2,37.6,4.2,348,11,42,14616,36929,0.33,0.875,0.596,0.313,0.049,0.894,0.4,0.469,0.116,0.4,6.4,0.532,3,1,0.2,0,0.601,0.399,0.536,0.2,5,4,2,0.718,30.4,0.365
C01164,18,14.56,1,31.9,4.1,200,85,53,10600,17692,0.32,0.189,0.698,0.433,0.231,0.169,1.0,0.165,0.072,1.2,1.1,0.357,0,0,0.271,0,0.91,0.08999999999999997,0.505,6.2,9,5,4,0.738,21.0,0.539
C01165,50,31.65,3,32.8,7.7,200,30,104,20800,50727,0.116,0.109,0.612,0.26,0.178,0.267,0.9,0.592,0.167,1.2,8.8,0.29,2,2,0.099,1,0.737,0.263,0.361,6.0,7,3,3,0.197,33.8,0.26
C01166,67,11.57,2,45.2,4.4,298,78,59,17582,59179,0.518,0.191,0.591,0.108,0.064,0.116,3.3,0.266,0.326,5.9,4.6,0.781,1,2,0.284,3,0.47,0.53,0.194,0.4,4,4,1,0.173,36.9,0.494
C01167,55,39.11,3,28.2,3.5,200,23,47,9400,27632,0.159,0.334,0.482,0.188,0.692,0.214,0.0,0.259,0.351,0.0,1.2,0.801,2,2,0.209,0,0.912,0.08799999999999997,0.3,4.2,9,5,0,0.719,19.0,0.459
C01168,45,12.45,2,25.6,0.7,200,188,9,1800,2979,0.136,0.464,0.895,0.034,0.119,0.257,0.9,0.407,0.3,0.8,1.0,0.5,2,2,0.177,1,0.723,0.277,0.417,1.3,8,5,3,0.748,25.4,0.666
C01169,45,33.24,2,22.6,2.2,283,66,25,7075,13785,0.532,0.332,0.482,0.183,0.104,0.235,0.9,0.705,0.19,1.2,2.8,0.237,2,4,0.052,3,0.258,0.742,0.46,2.1,0,4,3,0.555,33.2,0.405
C01170,48,34.61,3,38.9,2.2,1032,152,20,20640,58769,0.407,0.125,0.639,0.077,0.405,0.397,1.7,0.59,0.169,2.0,5.0,0.751,3,2,0.098,1,0.528,0.472,0.442,1.9,9,4,0,0.409,38.9,0.534
C01171,47,16.72,2,29.2,4.0,305,32,51,15555,51167,0.117,0.304,0.815,0.095,0.188,0.591,0.2,0.26,0.198,0.2,1.3,0.558,3,2,0.287,2,0.763,0.237,0.291,3.0,8,4,2,0.359,20.1,0.455
C01172,41,33.79,2,45.4,3.9,241,29,36,8676,13585,0.14,0.498,0.314,0.143,0.11,0.56,3.7,0.15,0.256,4.1,1.0,0.244,2,3,0.092,1,0.729,0.271,0.102,2.3,8,5,2,0.22,34.9,0.488
C01173,39,28.31,1,44.4,0.5,270,63,5,1350,4219,0.163,0.369,0.436,0.096,0.301,0.738,1.1,0.535,0.166,2.1,1.0,0.516,3,3,0.234,3,0.504,0.496,0.112,0.8,8,1,1,0.617,37.4,0.496
C01174,37,18.24,2,29.0,1.9,200,96,18,3600,9445,0.255,0.448,0.57,0.156,0.313,0.674,1.6,0.365,0.381,0.9,7.4,0.528,2,3,0.082,3,0.455,0.5449999999999999,0.141,1.2,7,4,3,0.488,27.8,0.547
C01175,29,14.09,1,31.5,4.3,200,150,48,9600,24885,0.372,0.456,0.666,0.274,0.386,0.737,3.1,0.152,0.234,2.2,1.0,0.504,3,1,0.328,2,0.416,0.5840000000000001,0.181,1.1,4,4,0,0.475,27.4,0.609
C01176,35,8.34,1,27.2,3.0,200,18,30,6000,20494,0.438,0.308,0.535,0.38,0.032,0.14,1.3,0.664,0.32,0.7,3.8,0.745,5,1,0.222,1,0.216,0.784,0.077,6.7,9,5,2,0.401,35.1,0.344
C01177,18,29.73,1,48.7,4.3,200,72,38,7600,22764,0.261,0.426,0.473,0.195,0.185,0.381,0.0,0.325,0.286,0.0,5.8,0.574,2,1,0.297,1,0.726,0.274,0.402,0.1,9,4,0,0.397,29.2,0.472
C01178,37,10.37,1,26.5,3.2,200,11,34,6800,21762,0.214,0.336,0.499,0.396,0.08,0.273,0.4,0.432,0.398,0.2,6.1,0.383,1,2,0.119,0,0.584,0.41600000000000004,0.373,3.8,9,5,2,0.782,24.9,0.401
C01179,26,25.85,3,29.6,6.3,200,35,83,16600,36653,0.371,0.239,0.377,0.244,0.206,0.181,1.3,0.238,0.19,1.5,4.2,0.53,1,2,0.268,0,0.382,0.618,0.176,1.5,8,4,2,0.32,23.3,0.407
C01180,25,21.22,1,37.6,3.3,200,9,38,7600,19826,0.255,0.441,0.645,0.299,0.024,0.159,0.0,0.534,0.186,0.0,4.2,0.614,0,2,0.133,0,0.739,0.261,0.61,3.3,1,3,2,0.331,31.1,0.366
C01181,40,35.64,2,31.1,2.7,200,19,36,7200,19662,0.127,0.258,0.734,0.226,0.253,0.358,0.3,0.38,0.205,0.2,2.6,0.187,5,0,0.211,0,0.811,0.18899999999999995,0.238,0.9,7,3,1,0.425,24.8,0.438
C01182,55,20.78,3,30.2,1.0,200,121,9,1800,3858,0.528,0.304,0.716,0.158,0.269,0.306,1.3,0.372,0.253,1.4,2.2,0.319,2,2,0.072,0,0.745,0.255,0.444,0.3,3,3,1,0.431,27.5,0.596
C01183,49,20.47,2,21.2,3.3,200,7,30,6000,15843,0.226,0.616,0.547,0.37,0.155,0.374,5.4,0.158,0.304,5.8,1.0,0.247,2,1,0.463,0,0.894,0.10599999999999998,0.431,4.1,8,4,1,0.405,31.0,0.476
C01184,19,36.69,1,34.4,0.5,701,45,6,4206,8300,0.139,0.33,0.351,0.179,0.173,0.433,2.5,0.443,0.129,2.6,3.1,0.39,2,2,0.347,0,0.692,0.30800000000000005,0.338,0.3,5,3,2,0.35,35.3,0.504
C01185,26,29.5,2,32.1,2.8,200,40,30,6000,10721,0.192,0.169,0.445,0.426,0.199,0.171,1.9,0.529,0.162,3.0,1.0,0.908,4,1,0.009,2,0.445,0.5549999999999999,0.525,4.2,10,4,1,0.39,35.0,0.414
C01186,49,29.19,2,35.9,2.8,200,6,33,6600,14836,0.395,0.503,0.565,0.109,0.058,0.146,5.0,0.221,0.284,2.5,2.5,0.41,5,1,0.203,1,0.967,0.03300000000000003,0.804,1.9,4,1,0,0.293,37.5,0.469
C01187,26,31.76,2,53.9,0.5,953,18,6,5718,17032,0.121,0.426,0.73,0.55,0.097,0.456,2.8,0.158,0.321,4.7,5.3,0.249,4,1,0.133,0,0.048,0.952,0.423,2.8,9,4,2,0.491,35.5,0.56
C01188,35,10.54,3,15.2,0.6,200,37,8,1600,5332,0.523,0.776,0.553,0.144,0.026,0.308,2.7,0.464,0.34,4.7,2.3,0.619,4,1,0.128,0,0.66,0.33999999999999997,0.352,0.8,8,4,2,0.074,28.9,0.486
C01189,45,37.2,3,39.3,5.1,200,9,70,14000,33816,0.336,0.425,0.585,0.101,0.221,0.562,0.9,0.213,0.102,1.0,2.8,0.568,3,1,0.355,2,0.476,0.524,0.338,2.8,6,4,3,0.321,25.1,0.416
C01190,26,34.36,2,25.8,3.8,862,73,39,33618,93648,0.399,0.446,0.666,0.219,0.313,0.163,0.0,0.464,0.339,0.0,7.4,0.625,6,1,0.175,0,0.733,0.267,0.569,5.6,9,2,2,0.474,24.2,0.444
C01191,39,14.02,1,30.0,2.8,200,161,26,5200,8872,0.35,0.374,0.829,0.183,0.102,0.45,1.8,0.281,0.389,1.9,4.2,0.774,1,3,0.319,1,0.667,0.33299999999999996,0.796,0.5,10,5,0,0.123,26.4,0.621
C01192,22,21.45,2,30.1,3.5,200,11,40,8000,26471,0.118,0.192,0.379,0.469,0.21,0.321,5.1,0.184,0.508,7.9,1.0,0.863,2,2,0.075,0,0.296,0.704,0.246,4.3,4,4,5,0.251,34.4,0.468
C01193,31,24.01,1,25.8,3.1,200,9,27,5400,14241,0.354,0.662,0.397,0.124,0.117,0.248,4.5,0.643,0.077,4.9,3.1,0.58,1,1,0.292,0,0.77,0.22999999999999998,0.097,2.2,9,5,3,0.388,44.4,0.338
C01194,42,22.78,3,43.5,5.4,227,27,53,12031,36823,0.091,0.343,0.522,0.284,0.016,0.253,2.8,0.561,0.263,1.6,1.8,0.796,4,3,0.096,1,0.59,0.41000000000000003,0.447,0.6,9,5,5,0.616,43.5,0.324
C01195,19,29.48,1,41.4,3.4,277,62,31,8587,26524,0.341,0.537,0.512,0.424,0.387,0.483,0.2,0.288,0.279,0.1,1.0,0.497,3,3,0.252,0,0.872,0.128,0.336,4.5,9,4,0,0.311,25.9,0.495
C01196,43,53.91,1,36.6,1.2,200,15,12,2400,4831,0.2,0.474,0.643,0.132,0.13,0.194,0.0,0.069,0.191,0.0,4.2,0.821,3,0,0.273,2,0.433,0.567,0.891,0.6,6,4,5,0.481,16.7,0.565
C01197,38,44.48,3,39.8,7.0,200,1,61,12200,31212,0.204,0.635,0.296,0.056,0.19,0.661,0.2,0.393,0.313,0.4,2.0,0.519,2,3,0.088,2,0.641,0.359,0.581,5.3,9,4,3,0.641,28.4,0.305
C01198,45,11.92,2,31.3,3.2,200,35,26,5200,17789,0.12,0.51,0.301,0.048,0.2,0.225,1.7,0.6,0.149,1.3,5.8,0.543,0,0,0.241,1,0.693,0.30700000000000005,0.267,1.1,2,4,1,0.362,36.1,0.377
C01199,41,34.54,2,25.7,2.2,200,141,26,5200,8732,0.218,0.676,0.673,0.231,0.018,0.459,0.7,0.289,0.158,1.3,3.5,0.511,5,0,0.224,0,0.934,0.06599999999999995,0.352,3.0,3,5,0,0.331,21.3,0.612
C01200,54,50.95,2,26.1,1.5,200,22,17,3400,9745,0.329,0.464,0.52,0.274,0.403,0.554,4.0,0.173,0.159,7.5,1.0,0.534,5,2,0.427,2,0.674,0.32599999999999996,0.153,3.3,6,4,3,0.43,28.8,0.534
C01201,40,30.35,3,36.1,4.0,631,25,49,30919,105883,0.091,0.446,0.717,0.465,0.327,0.32,0.0,0.534,0.099,0.0,1.7,0.242,6,1,0.145,4,0.73,0.27,0.58,1.7,6,4,2,0.733,30.5,0.366
C01202,33,44.7,1,55.3,3.6,465,156,43,19995,42013,0.148,0.217,0.266,0.198,0.108,0.147,1.6,0.532,0.215,1.9,1.3,0.759,5,1,0.146,1,0.561,0.43899999999999995,0.183,4.5,7,4,0,0.162,43.4,0.52
C01203,39,74.2,3,39.0,8.1,200,53,70,14000,45121,0.283,0.236,0.557,0.091,0.21,0.101,1.0,0.386,0.2,1.3,1.0,0.34,4,2,0.152,0,0.571,0.42900000000000005,0.533,1.2,8,3,3,0.168,30.5,0.336
C01204,45,43.08,1,41.0,3.0,200,57,29,5800,19530,0.027,0.376,0.514,0.065,0.2,0.185,3.8,0.258,0.273,6.3,6.4,0.139,1,1,0.269,0,0.271,0.729,0.158,4.8,6,5,3,0.347,36.7,0.509
C01205,39,28.14,3,23.6,1.5,200,37,13,2600,7785,0.051,0.254,0.823,0.199,0.03,0.308,2.6,0.326,0.359,1.8,1.9,0.691,5,3,0.129,1,0.289,0.7110000000000001,0.127,2.1,9,4,2,0.302,27.8,0.505
