date,day_of_week,is_weekend,hour,shift,calls_received,calls_abandoned,calls_resolved,total_call_duration_min,avg_wait_time_min,base_lambda,abandon_rate,resolution_rate
5/23/2024,Thu,FALSE,20,Night,18,0,15,86,0.89,21.94,0,0.833
5/23/2024,Thu,FALSE,21,Night,19,1,12,107.7,2.04,18.8,0.053,0.632
5/23/2024,Thu,FALSE,22,Night,15,2,10,71.4,2.54,15.67,0.133,0.667
5/23/2024,Thu,FALSE,23,Night,12,0,12,54.8,0.13,12.53,0,1
5/24/2024,Fri,FALSE,0,Night,13,1,11,72.2,0.07,9.41,0.077,0.846
5/24/2024,Fri,FALSE,1,Night,7,0,7,42.6,0.55,6.27,0,1
5/24/2024,Fri,FALSE,2,Night,6,0,4,24.4,0.43,4.7,0,0.667
5/24/2024,Fri,FALSE,3,Night,2,0,1,3.3,0.24,3.76,0,0.5
5/24/2024,Fri,FALSE,4,Night,3,0,2,22.5,0.76,4.7,0,0.667
5/24/2024,Fri,FALSE,5,Night,8,0,7,36.1,3.61,9.41,0,0.875
5/24/2024,Fri,FALSE,6,Morning,26,2,20,73.9,0.1,21.95,0.077,0.769
5/24/2024,Fri,FALSE,7,Morning,40,3,33,207.1,0.05,34.5,0.075,0.825
5/24/2024,Fri,FALSE,8,Morning,36,4,31,126.8,3.13,47.04,0.111,0.861
5/24/2024,Fri,FALSE,9,Morning,60,3,51,293.1,7.11,56.45,0.05,0.85
5/24/2024,Fri,FALSE,10,Morning,77,6,63,345.9,25.69,65.86,0.078,0.818
5/24/2024,Fri,FALSE,11,Morning,80,8,61,392.6,2.81,62.72,0.1,0.762
5/24/2024,Fri,FALSE,12,Morning,45,5,35,183.7,1.78,50.18,0.111,0.778
5/24/2024,Fri,FALSE,13,Morning,53,4,43,225.5,1.01,53.31,0.075,0.811
5/24/2024,Fri,FALSE,14,Evening,68,9,50,283.9,8.43,62.72,0.132,0.735
5/24/2024,Fri,FALSE,15,Evening,60,6,46,285.1,0.34,59.58,0.1,0.767
5/24/2024,Fri,FALSE,16,Evening,59,7,44,295,1.39,53.31,0.119,0.746
5/24/2024,Fri,FALSE,17,Evening,42,3,35,240.9,0.55,43.9,0.071,0.833
5/24/2024,Fri,FALSE,18,Evening,22,1,18,92,0.37,34.5,0.045,0.818
5/24/2024,Fri,FALSE,19,Evening,21,2,17,85.6,1.09,28.22,0.095,0.81
5/24/2024,Fri,FALSE,20,Night,18,0,16,63.7,1.57,21.95,0,0.889
5/24/2024,Fri,FALSE,21,Night,12,2,10,35.6,3.05,18.82,0.167,0.833
5/24/2024,Fri,FALSE,22,Night,19,1,12,69.2,0.05,15.68,0.053,0.632
5/24/2024,Fri,FALSE,23,Night,16,1,15,86,1.41,12.54,0.062,0.938
5/25/2024,Sat,TRUE,0,Night,5,0,5,25,0.76,5.18,0,1
5/25/2024,Sat,TRUE,1,Night,5,1,3,16.7,1.71,3.45,0.2,0.6
5/25/2024,Sat,TRUE,2,Night,4,0,3,13.7,0.03,2.59,0,0.75
5/25/2024,Sat,TRUE,3,Night,1,0,1,0.6,0.19,2.07,0,1
5/25/2024,Sat,TRUE,4,Night,2,0,2,15.5,0.33,2.59,0,1
5/25/2024,Sat,TRUE,5,Night,9,1,7,17.5,0.83,5.18,0.111,0.778
5/25/2024,Sat,TRUE,6,Morning,17,0,15,98.4,0.48,12.08,0,0.882
5/25/2024,Sat,TRUE,7,Morning,17,2,11,94.3,0.45,18.99,0.118,0.647
5/25/2024,Sat,TRUE,8,Morning,26,3,21,109.5,3.31,25.89,0.115,0.808
5/25/2024,Sat,TRUE,9,Morning,32,0,28,137.4,8.82,31.07,0,0.875
5/25/2024,Sat,TRUE,10,Morning,41,5,31,219.5,9.05,36.25,0.122,0.756
5/25/2024,Sat,TRUE,11,Morning,29,1,24,134.6,4.68,34.52,0.034,0.828
5/25/2024,Sat,TRUE,12,Morning,28,2,21,141.7,0.42,27.62,0.071,0.75
5/25/2024,Sat,TRUE,13,Morning,29,3,22,89.5,8.09,29.34,0.103,0.759
5/25/2024,Sat,TRUE,14,Evening,32,3,29,172.9,0.49,34.52,0.094,0.906
5/25/2024,Sat,TRUE,15,Evening,22,1,17,99.1,3.53,32.8,0.045,0.773
5/25/2024,Sat,TRUE,16,Evening,30,4,25,104.6,6.87,29.34,0.133,0.833
5/25/2024,Sat,TRUE,17,Evening,25,3,19,138.7,2.15,24.17,0.12,0.76
5/25/2024,Sat,TRUE,18,Evening,18,1,16,76.7,0.03,18.99,0.056,0.889
5/25/2024,Sat,TRUE,19,Evening,22,3,17,96.9,3.54,15.53,0.136,0.773
5/25/2024,Sat,TRUE,20,Night,16,0,14,73.8,1.3,12.08,0,0.875
5/25/2024,Sat,TRUE,21,Night,9,1,8,27.4,0.51,10.36,0.111,0.889
5/25/2024,Sat,TRUE,22,Night,6,0,6,22.7,0.13,8.63,0,1
5/25/2024,Sat,TRUE,23,Night,3,1,2,23.1,1.36,6.9,0.333,0.667
5/26/2024,Sun,TRUE,0,Night,0,0,0,0,0,5.18,0,0
5/26/2024,Sun,TRUE,1,Night,6,1,5,15.7,0.41,3.45,0.167,0.833
5/26/2024,Sun,TRUE,2,Night,1,0,0,0.2,0.04,2.59,0,0
5/26/2024,Sun,TRUE,3,Night,4,0,4,17.1,0.01,2.07,0,1
5/26/2024,Sun,TRUE,4,Night,2,0,2,8,0.02,2.59,0,1
5/26/2024,Sun,TRUE,5,Night,7,0,4,5.4,0.58,5.18,0,0.571
5/26/2024,Sun,TRUE,6,Morning,16,1,14,90.9,1.86,12.09,0.062,0.875
5/26/2024,Sun,TRUE,7,Morning,20,1,17,101.9,1,19,0.05,0.85
5/26/2024,Sun,TRUE,8,Morning,21,1,19,71.8,0.56,25.91,0.048,0.905
5/26/2024,Sun,TRUE,9,Morning,30,1,25,108.5,8.09,31.09,0.033,0.833
5/26/2024,Sun,TRUE,10,Morning,41,4,31,207.1,13.38,36.27,0.098,0.756
5/26/2024,Sun,TRUE,11,Morning,28,5,19,136.9,9.21,34.55,0.179,0.679
5/26/2024,Sun,TRUE,12,Morning,22,3,14,116,1.9,27.64,0.136,0.636
5/26/2024,Sun,TRUE,13,Morning,26,2,21,51.9,0.82,29.37,0.077,0.808
5/26/2024,Sun,TRUE,14,Evening,40,6,29,142,8.73,34.55,0.15,0.725
5/26/2024,Sun,TRUE,15,Evening,30,1,24,171.4,1.64,32.82,0.033,0.8
5/26/2024,Sun,TRUE,16,Evening,31,2,26,188.2,3.07,29.37,0.065,0.839
5/26/2024,Sun,TRUE,17,Evening,23,2,16,146.4,8.37,24.18,0.087,0.696
5/26/2024,Sun,TRUE,18,Evening,21,3,18,97.1,2.08,19,0.143,0.857
5/26/2024,Sun,TRUE,19,Evening,21,0,17,91.5,4.42,15.55,0,0.81
5/26/2024,Sun,TRUE,20,Night,5,0,4,19.5,1.13,12.09,0,0.8
5/26/2024,Sun,TRUE,21,Night,5,0,4,47.7,3.19,10.36,0,0.8
5/26/2024,Sun,TRUE,22,Night,11,1,10,59.8,1.48,8.64,0.091,0.909
5/26/2024,Sun,TRUE,23,Night,9,0,6,25.7,0.9,6.91,0,0.667
5/27/2024,Mon,FALSE,0,Night,13,1,10,68.8,0.09,9.43,0.077,0.769
5/27/2024,Mon,FALSE,1,Night,7,1,6,26.6,0.26,6.29,0.143,0.857
5/27/2024,Mon,FALSE,2,Night,5,0,5,15.6,0.08,4.71,0,1
5/27/2024,Mon,FALSE,3,Night,5,0,4,19.9,0.32,3.77,0,0.8
5/27/2024,Mon,FALSE,4,Night,6,0,6,14.1,0.06,4.71,0,1
5/27/2024,Mon,FALSE,5,Night,11,1,10,40.9,0.95,9.43,0.091,0.909
5/27/2024,Mon,FALSE,6,Morning,19,2,16,77.2,3.69,22,0.105,0.842
5/27/2024,Mon,FALSE,7,Morning,33,1,27,118.8,9.77,34.57,0.03,0.818
5/27/2024,Mon,FALSE,8,Morning,49,5,38,168.4,0.02,47.15,0.102,0.776
5/27/2024,Mon,FALSE,9,Morning,60,7,46,289.5,9.94,56.57,0.117,0.767
5/27/2024,Mon,FALSE,10,Morning,66,5,56,266.8,0.66,66,0.076,0.848
5/27/2024,Mon,FALSE,11,Morning,59,7,39,291.3,7.57,62.86,0.119,0.661
5/27/2024,Mon,FALSE,12,Morning,41,6,32,167.9,0.56,50.29,0.146,0.78
5/27/2024,Mon,FALSE,13,Morning,48,3,39,179.7,8.73,53.43,0.062,0.812
5/27/2024,Mon,FALSE,14,Evening,51,2,43,252.1,1.18,62.86,0.039,0.843
5/27/2024,Mon,FALSE,15,Evening,65,5,51,298,15.91,59.72,0.077,0.785
5/27/2024,Mon,FALSE,16,Evening,55,4,47,256,7.15,53.43,0.073,0.855
5/27/2024,Mon,FALSE,17,Evening,50,5,37,253.8,2.12,44,0.1,0.74
5/27/2024,Mon,FALSE,18,Evening,37,2,32,168.3,1.61,34.57,0.054,0.865
5/27/2024,Mon,FALSE,19,Evening,26,1,22,110.2,0.53,28.29,0.038,0.846
5/27/2024,Mon,FALSE,20,Night,23,0,18,103.7,0.25,22,0,0.783
5/27/2024,Mon,FALSE,21,Night,25,4,15,114.4,0.1,18.86,0.16,0.6
5/27/2024,Mon,FALSE,22,Night,21,3,16,65.1,2.56,15.71,0.143,0.762
5/27/2024,Mon,FALSE,23,Night,9,1,8,36.8,0.29,12.57,0.111,0.889
5/28/2024,Tue,FALSE,0,Night,15,0,14,69.9,0,9.44,0,0.933
5/28/2024,Tue,FALSE,1,Night,5,0,5,27.5,0.38,6.29,0,1
5/28/2024,Tue,FALSE,2,Night,7,0,6,33.8,0.12,4.72,0,0.857
5/28/2024,Tue,FALSE,3,Night,3,0,1,14.1,0.28,3.77,0,0.333
5/28/2024,Tue,FALSE,4,Night,6,1,5,29,0.03,4.72,0.167,0.833
5/28/2024,Tue,FALSE,5,Night,9,1,8,79.8,0.46,9.44,0.111,0.889
5/28/2024,Tue,FALSE,6,Morning,22,2,19,92.3,0.13,22.02,0.091,0.864
5/28/2024,Tue,FALSE,7,Morning,33,3,23,129,1.18,34.6,0.091,0.697
5/28/2024,Tue,FALSE,8,Morning,35,4,27,166.3,7.72,47.18,0.114,0.771
5/28/2024,Tue,FALSE,9,Morning,63,6,48,261.4,10.01,56.62,0.095,0.762
5/28/2024,Tue,FALSE,10,Morning,56,3,49,281.7,4.96,66.05,0.054,0.875
5/28/2024,Tue,FALSE,11,Morning,65,4,56,296.1,4.86,62.91,0.062,0.862
5/28/2024,Tue,FALSE,12,Morning,49,2,37,219.3,2.27,50.33,0.041,0.755
5/28/2024,Tue,FALSE,13,Morning,52,3,43,227.5,0.87,53.47,0.058,0.827
5/28/2024,Tue,FALSE,14,Evening,69,4,59,271.8,4.53,62.91,0.058,0.855
5/28/2024,Tue,FALSE,15,Evening,60,1,51,274.9,3.38,59.76,0.017,0.85
5/28/2024,Tue,FALSE,16,Evening,56,3,48,221.1,0.69,53.47,0.054,0.857
5/28/2024,Tue,FALSE,17,Evening,56,6,46,188.7,2.64,44.03,0.107,0.821
5/28/2024,Tue,FALSE,18,Evening,36,0,30,132.9,0.55,34.6,0,0.833
5/28/2024,Tue,FALSE,19,Evening,32,0,29,151.9,0.05,28.31,0,0.906
5/28/2024,Tue,FALSE,20,Night,18,0,15,129.5,0.22,22.02,0,0.833
5/28/2024,Tue,FALSE,21,Night,13,1,12,76.9,0.58,18.87,0.077,0.923
5/28/2024,Tue,FALSE,22,Night,16,1,12,58.7,0.95,15.73,0.062,0.75
5/28/2024,Tue,FALSE,23,Night,11,1,9,38.1,2.12,12.58,0.091,0.818
5/29/2024,Wed,FALSE,0,Night,7,0,6,29.6,0.56,9.44,0,0.857
5/29/2024,Wed,FALSE,1,Night,5,0,5,25.6,0.17,6.3,0,1
5/29/2024,Wed,FALSE,2,Night,5,0,5,36.7,0.03,4.72,0,1
5/29/2024,Wed,FALSE,3,Night,1,0,1,8.3,0.36,3.78,0,1
5/29/2024,Wed,FALSE,4,Night,9,1,7,28.2,0.56,4.72,0.111,0.778
5/29/2024,Wed,FALSE,5,Night,5,0,5,25.7,0.14,9.44,0,1
5/29/2024,Wed,FALSE,6,Morning,21,3,17,85.5,0.61,22.03,0.143,0.81
5/29/2024,Wed,FALSE,7,Morning,31,2,27,132.6,0.88,34.62,0.065,0.871
5/29/2024,Wed,FALSE,8,Morning,54,4,42,206.6,10.12,47.21,0.074,0.778
5/29/2024,Wed,FALSE,9,Morning,45,5,36,211.9,5.9,56.66,0.111,0.8
5/29/2024,Wed,FALSE,10,Morning,76,6,57,350.2,2.88,66.1,0.079,0.75
5/29/2024,Wed,FALSE,11,Morning,66,5,54,274.3,2.23,62.95,0.076,0.818
5/29/2024,Wed,FALSE,12,Morning,57,3,48,265.3,3.7,50.36,0.053,0.842
5/29/2024,Wed,FALSE,13,Morning,49,7,38,239.4,1,53.51,0.143,0.776
5/29/2024,Wed,FALSE,14,Evening,69,6,51,294.1,0.87,62.95,0.087,0.739
5/29/2024,Wed,FALSE,15,Evening,63,4,52,251.2,2.71,59.81,0.063,0.825
5/29/2024,Wed,FALSE,16,Evening,61,3,52,343.2,2.71,53.51,0.049,0.852
5/29/2024,Wed,FALSE,17,Evening,34,2,30,143,4.65,44.07,0.059,0.882
5/29/2024,Wed,FALSE,18,Evening,33,8,21,146.4,4.43,34.62,0.242,0.636
5/29/2024,Wed,FALSE,19,Evening,24,0,23,85.7,0.12,28.33,0,0.958
5/29/2024,Wed,FALSE,20,Night,21,2,15,80.4,0.86,22.03,0.095,0.714
5/29/2024,Wed,FALSE,21,Night,20,1,18,104.3,3.78,18.89,0.05,0.9
5/29/2024,Wed,FALSE,22,Night,19,1,15,63.5,0.52,15.74,0.053,0.789
5/29/2024,Wed,FALSE,23,Night,18,1,15,82.7,1.13,12.59,0.056,0.833
5/30/2024,Thu,FALSE,0,Night,13,0,12,33.2,0.55,9.45,0,0.923
5/30/2024,Thu,FALSE,1,Night,6,1,4,33.4,0.96,6.3,0.167,0.667
5/30/2024,Thu,FALSE,2,Night,4,0,4,9.2,0.02,4.73,0,1
5/30/2024,Thu,FALSE,3,Night,3,0,2,19.4,0.09,3.78,0,0.667
5/30/2024,Thu,FALSE,4,Night,4,1,3,5.7,0.02,4.73,0.25,0.75
5/30/2024,Thu,FALSE,5,Night,10,1,9,59.5,0.26,9.45,0.1,0.9
5/30/2024,Thu,FALSE,6,Morning,22,4,17,87.7,0.41,22.05,0.182,0.773
5/30/2024,Thu,FALSE,7,Morning,32,5,24,103.6,0.31,34.65,0.156,0.75
5/30/2024,Thu,FALSE,8,Morning,40,5,32,228.1,3.56,47.25,0.125,0.8
5/30/2024,Thu,FALSE,9,Morning,60,2,53,232,1.05,56.7,0.033,0.883
5/30/2024,Thu,FALSE,10,Morning,58,5,51,242,6.15,66.15,0.086,0.879
5/30/2024,Thu,FALSE,11,Morning,76,4,61,310,0.86,63,0.053,0.803
5/30/2024,Thu,FALSE,12,Morning,48,2,43,268,0.9,50.4,0.042,0.896
5/30/2024,Thu,FALSE,13,Morning,52,7,42,229,3.98,53.55,0.135,0.808
5/30/2024,Thu,FALSE,14,Evening,80,2,67,259.9,2.31,63,0.025,0.838
5/30/2024,Thu,FALSE,15,Evening,55,1,46,223.6,3.13,59.85,0.018,0.836
5/30/2024,Thu,FALSE,16,Evening,59,3,46,390.3,2.07,53.55,0.051,0.78
5/30/2024,Thu,FALSE,17,Evening,47,4,38,250.7,0.39,44.1,0.085,0.809
5/30/2024,Thu,FALSE,18,Evening,21,1,14,147.6,1.3,34.65,0.048,0.667
5/30/2024,Thu,FALSE,19,Evening,39,5,32,177.9,0.35,28.35,0.128,0.821
5/30/2024,Thu,FALSE,20,Night,21,1,19,77.1,0.98,22.05,0.048,0.905
5/30/2024,Thu,FALSE,21,Night,20,2,13,91.5,0.78,18.9,0.1,0.65
5/30/2024,Thu,FALSE,22,Night,15,2,12,94.3,2.32,15.75,0.133,0.8
5/30/2024,Thu,FALSE,23,Night,13,1,11,50.4,0.26,12.6,0.077,0.846
5/31/2024,Fri,FALSE,0,Night,12,2,10,50.8,0.93,9.46,0.167,0.833
5/31/2024,Fri,FALSE,1,Night,5,1,4,31.9,0.34,6.3,0.2,0.8
5/31/2024,Fri,FALSE,2,Night,0,0,0,0,0,4.73,0,0
5/31/2024,Fri,FALSE,3,Night,2,1,0,1.7,0.36,3.78,0.5,0
5/31/2024,Fri,FALSE,4,Night,5,2,3,49,0.21,4.73,0.4,0.6
5/31/2024,Fri,FALSE,5,Night,6,0,5,25.1,0.37,9.46,0,0.833
5/31/2024,Fri,FALSE,6,Morning,23,2,19,94.4,0.62,22.07,0.087,0.826
5/31/2024,Fri,FALSE,7,Morning,40,0,32,138.2,1.77,34.68,0,0.8
5/31/2024,Fri,FALSE,8,Morning,55,6,40,223.9,0.81,47.28,0.109,0.727
5/31/2024,Fri,FALSE,9,Morning,71,0,60,353.3,0.57,56.74,0,0.845
5/31/2024,Fri,FALSE,10,Morning,68,5,59,329.8,5.79,66.2,0.074,0.868
5/31/2024,Fri,FALSE,11,Morning,80,7,62,303.3,8.78,63.05,0.088,0.775
5/31/2024,Fri,FALSE,12,Morning,58,3,49,228.4,8.85,50.44,0.052,0.845
5/31/2024,Fri,FALSE,13,Morning,54,3,44,200.7,17.9,53.59,0.056,0.815
5/31/2024,Fri,FALSE,14,Evening,73,6,58,253.2,0.22,63.05,0.082,0.795
5/31/2024,Fri,FALSE,15,Evening,68,7,52,251.1,0.35,59.89,0.103,0.765
5/31/2024,Fri,FALSE,16,Evening,47,3,36,172.9,0.06,53.59,0.064,0.766
5/31/2024,Fri,FALSE,17,Evening,38,1,28,152.8,2.06,44.13,0.026,0.737
5/31/2024,Fri,FALSE,18,Evening,39,0,34,206,4.51,34.68,0,0.872
5/31/2024,Fri,FALSE,19,Evening,30,4,24,135.9,1.31,28.37,0.133,0.8
5/31/2024,Fri,FALSE,20,Night,24,1,21,81.8,1.17,22.07,0.042,0.875
5/31/2024,Fri,FALSE,21,Night,16,0,15,79.2,1.76,18.91,0,0.938
5/31/2024,Fri,FALSE,22,Night,16,0,16,68.8,0.43,15.76,0,1
5/31/2024,Fri,FALSE,23,Night,13,1,12,40.5,1.19,12.61,0.077,0.923
6/1/2024,Sat,TRUE,0,Night,4,1,2,13.3,2.47,5.21,0.25,0.5
6/1/2024,Sat,TRUE,1,Night,3,1,2,14.6,0.83,3.47,0.333,0.667
6/1/2024,Sat,TRUE,2,Night,2,0,2,6,1.85,2.6,0,1
6/1/2024,Sat,TRUE,3,Night,3,0,3,19.9,0.04,2.08,0,1
6/1/2024,Sat,TRUE,4,Night,2,1,1,9.9,0.19,2.6,0.5,0.5
6/1/2024,Sat,TRUE,5,Night,3,1,2,18.6,0.73,5.21,0.333,0.667
6/1/2024,Sat,TRUE,6,Morning,12,0,12,46.9,1.46,12.15,0,1
6/1/2024,Sat,TRUE,7,Morning,16,3,11,69,0.21,19.09,0.188,0.688
6/1/2024,Sat,TRUE,8,Morning,27,0,22,128.8,1.21,26.03,0,0.815
6/1/2024,Sat,TRUE,9,Morning,27,1,26,130.2,4.48,31.23,0.037,0.963
6/1/2024,Sat,TRUE,10,Morning,39,0,35,159.7,7.09,36.44,0,0.897
6/1/2024,Sat,TRUE,11,Morning,36,3,27,124.5,6.27,34.7,0.083,0.75
6/1/2024,Sat,TRUE,12,Morning,19,2,15,65.7,1.82,27.76,0.105,0.789
6/1/2024,Sat,TRUE,13,Morning,44,3,36,213.9,0.62,29.5,0.068,0.818
6/1/2024,Sat,TRUE,14,Evening,30,0,26,127.5,10.39,34.7,0,0.867
6/1/2024,Sat,TRUE,15,Evening,26,2,23,97.3,6,32.97,0.077,0.885
6/1/2024,Sat,TRUE,16,Evening,30,0,30,130.8,3.37,29.5,0,1
6/1/2024,Sat,TRUE,17,Evening,26,2,23,81.2,2.97,24.29,0.077,0.885
6/1/2024,Sat,TRUE,18,Evening,25,2,20,81.6,6.78,19.09,0.08,0.8
6/1/2024,Sat,TRUE,19,Evening,9,2,7,48.1,1.11,15.62,0.222,0.778
6/1/2024,Sat,TRUE,20,Night,10,1,7,39.4,1.1,12.15,0.1,0.7
6/1/2024,Sat,TRUE,21,Night,11,0,11,54.4,1.87,10.41,0,1
6/1/2024,Sat,TRUE,22,Night,7,0,7,21.5,0.37,8.68,0,1
6/1/2024,Sat,TRUE,23,Night,5,0,5,47.6,1.29,6.94,0,1
6/2/2024,Sun,TRUE,0,Night,4,0,3,22.7,0.12,5.21,0,0.75
6/2/2024,Sun,TRUE,1,Night,3,0,3,10.5,0.35,3.47,0,1
6/2/2024,Sun,TRUE,2,Night,1,0,1,7.9,0.33,2.6,0,1
6/2/2024,Sun,TRUE,3,Night,3,0,3,8.4,0.01,2.08,0,1
6/2/2024,Sun,TRUE,4,Night,1,0,1,5.3,0.32,2.6,0,1
6/2/2024,Sun,TRUE,5,Night,9,2,6,26,0.21,5.21,0.222,0.667
6/2/2024,Sun,TRUE,6,Morning,13,2,9,56.3,0.56,12.15,0.154,0.692
6/2/2024,Sun,TRUE,7,Morning,18,2,16,116.9,4.59,19.1,0.111,0.889
6/2/2024,Sun,TRUE,8,Morning,29,6,21,116.2,0.26,26.05,0.207,0.724
6/2/2024,Sun,TRUE,9,Morning,26,3,18,86.3,2.9,31.25,0.115,0.692
6/2/2024,Sun,TRUE,10,Morning,28,1,22,135,7.43,36.46,0.036,0.786
6/2/2024,Sun,TRUE,11,Morning,32,3,24,128.5,0.67,34.73,0.094,0.75
6/2/2024,Sun,TRUE,12,Morning,32,3,27,140,1.35,27.78,0.094,0.844
6/2/2024,Sun,TRUE,13,Morning,31,5,22,138.8,1.92,29.52,0.161,0.71
6/2/2024,Sun,TRUE,14,Evening,37,3,31,163.7,2.26,34.73,0.081,0.838
6/2/2024,Sun,TRUE,15,Evening,31,2,23,125.5,2.49,32.99,0.065,0.742
6/2/2024,Sun,TRUE,16,Evening,34,2,31,136.4,8.2,29.52,0.059,0.912
6/2/2024,Sun,TRUE,17,Evening,25,1,22,95.1,1.32,24.31,0.04,0.88
6/2/2024,Sun,TRUE,18,Evening,19,2,16,95.4,3.32,19.1,0.105,0.842
6/2/2024,Sun,TRUE,19,Evening,15,1,13,72.1,0.88,15.63,0.067,0.867
6/2/2024,Sun,TRUE,20,Night,15,5,7,53.7,0.79,12.15,0.333,0.467
6/2/2024,Sun,TRUE,21,Night,11,2,7,43.8,0.21,10.42,0.182,0.636
6/2/2024,Sun,TRUE,22,Night,11,1,7,19.4,1.86,8.68,0.091,0.636
6/2/2024,Sun,TRUE,23,Night,6,0,5,41.9,2.08,6.95,0,0.833
6/3/2024,Mon,FALSE,0,Night,9,2,7,24.6,0.83,9.48,0.222,0.778
6/3/2024,Mon,FALSE,1,Night,7,0,6,55.4,0.44,6.32,0,0.857
6/3/2024,Mon,FALSE,2,Night,5,1,3,31.2,0.5,4.74,0.2,0.6
6/3/2024,Mon,FALSE,3,Night,6,0,4,36.3,0.22,3.79,0,0.667
6/3/2024,Mon,FALSE,4,Night,1,0,1,3,0.09,4.74,0,1
6/3/2024,Mon,FALSE,5,Night,11,1,7,40.3,0.57,9.48,0.091,0.636
6/3/2024,Mon,FALSE,6,Morning,20,0,13,76.3,0.34,22.12,0,0.65
6/3/2024,Mon,FALSE,7,Morning,44,3,35,163,3.8,34.75,0.068,0.795
6/3/2024,Mon,FALSE,8,Morning,53,5,41,264.6,8.15,47.39,0.094,0.774
6/3/2024,Mon,FALSE,9,Morning,46,4,36,160.5,0.05,56.87,0.087,0.783
6/3/2024,Mon,FALSE,10,Morning,85,13,64,358.1,4.83,66.35,0.153,0.753
6/3/2024,Mon,FALSE,11,Morning,68,7,52,309.5,11.08,63.19,0.103,0.765
6/3/2024,Mon,FALSE,12,Morning,44,2,37,169.3,3.41,50.55,0.045,0.841
6/3/2024,Mon,FALSE,13,Morning,51,4,40,235.6,7.86,53.71,0.078,0.784
6/3/2024,Mon,FALSE,14,Evening,60,6,42,231.8,0.43,63.19,0.1,0.7
6/3/2024,Mon,FALSE,15,Evening,60,4,53,269.8,2.87,60.03,0.067,0.883
6/3/2024,Mon,FALSE,16,Evening,43,3,34,201.7,3.7,53.71,0.07,0.791
6/3/2024,Mon,FALSE,17,Evening,45,4,37,193.6,2.17,44.23,0.089,0.822
6/3/2024,Mon,FALSE,18,Evening,31,0,28,156.4,4.54,34.75,0,0.903
6/3/2024,Mon,FALSE,19,Evening,40,1,36,159,2.01,28.43,0.025,0.9
6/3/2024,Mon,FALSE,20,Night,21,1,16,167.3,7.02,22.12,0.048,0.762
6/3/2024,Mon,FALSE,21,Night,20,1,17,67.5,4.51,18.96,0.05,0.85
6/3/2024,Mon,FALSE,22,Night,19,0,18,68.3,0.86,15.8,0,0.947
6/3/2024,Mon,FALSE,23,Night,12,2,10,45.7,0.39,12.64,0.167,0.833
6/4/2024,Tue,FALSE,0,Night,12,1,10,49.1,0.77,9.48,0.083,0.833
6/4/2024,Tue,FALSE,1,Night,5,0,5,8.4,0.04,6.32,0,1
6/4/2024,Tue,FALSE,2,Night,2,0,2,6.7,0.33,4.74,0,1
6/4/2024,Tue,FALSE,3,Night,3,1,2,2.6,1.1,3.79,0.333,0.667
6/4/2024,Tue,FALSE,4,Night,6,0,5,9.4,0.39,4.74,0,0.833
6/4/2024,Tue,FALSE,5,Night,7,0,6,31.6,0.26,9.48,0,0.857
6/4/2024,Tue,FALSE,6,Morning,15,2,10,87,0.53,22.13,0.133,0.667
6/4/2024,Tue,FALSE,7,Morning,40,2,35,217.6,1.45,34.78,0.05,0.875
6/4/2024,Tue,FALSE,8,Morning,43,5,37,280.4,1.17,47.42,0.116,0.86
6/4/2024,Tue,FALSE,9,Morning,57,2,46,307.6,0.66,56.91,0.035,0.807
6/4/2024,Tue,FALSE,10,Morning,63,6,49,294.7,1.36,66.4,0.095,0.778
6/4/2024,Tue,FALSE,11,Morning,62,4,48,341.6,3.07,63.23,0.065,0.774
6/4/2024,Tue,FALSE,12,Morning,62,4,52,279.1,0.71,50.59,0.065,0.839
6/4/2024,Tue,FALSE,13,Morning,64,5,52,253,1.16,53.75,0.078,0.812
6/4/2024,Tue,FALSE,14,Evening,61,4,49,284.1,3.15,63.23,0.066,0.803
6/4/2024,Tue,FALSE,15,Evening,66,2,58,274.9,13.3,60.07,0.03,0.879
6/4/2024,Tue,FALSE,16,Evening,51,4,40,222.3,1.99,53.75,0.078,0.784
6/4/2024,Tue,FALSE,17,Evening,60,4,50,236.7,2.65,44.26,0.067,0.833
6/4/2024,Tue,FALSE,18,Evening,35,2,27,141.6,0.03,34.78,0.057,0.771
6/4/2024,Tue,FALSE,19,Evening,40,6,30,167,0.34,28.45,0.15,0.75
6/4/2024,Tue,FALSE,20,Night,16,0,10,62.2,2.57,22.13,0,0.625
6/4/2024,Tue,FALSE,21,Night,22,1,17,85.7,5.83,18.97,0.045,0.773
6/4/2024,Tue,FALSE,22,Night,12,0,10,45.9,1.8,15.81,0,0.833
6/4/2024,Tue,FALSE,23,Night,12,3,9,58.7,0.86,12.65,0.25,0.75
6/5/2024,Wed,FALSE,0,Night,8,2,6,15.3,0.93,9.49,0.25,0.75
6/5/2024,Wed,FALSE,1,Night,10,0,9,33,0.58,6.33,0,0.9
6/5/2024,Wed,FALSE,2,Night,5,1,4,15.4,0.19,4.75,0.2,0.8
6/5/2024,Wed,FALSE,3,Night,4,0,3,18.7,0.38,3.8,0,0.75
6/5/2024,Wed,FALSE,4,Night,8,0,6,71.4,0.09,4.75,0,0.75
6/5/2024,Wed,FALSE,5,Night,13,0,11,117.2,0.1,9.49,0,0.846
6/5/2024,Wed,FALSE,6,Morning,23,0,23,108.8,0.54,22.15,0,1
