customer_id,city,age,gender,recency_days,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,kmeans_cluster,segment
CUST13229,Coimbatore,18,Male,20,6,12360.33,2060.05,5,3,4,12,0,Champions
CUST13230,Mumbai,43,Female,33,7,12674.89,1810.7,4,3,4,11,3,At-Risk
CUST13231,Mumbai,42,Male,168,4,5310.37,1327.59,2,2,2,6,3,At-Risk
CUST13232,Coimbatore,18,Male,49,13,12920.72,993.9,4,5,4,13,0,Champions
CUST13233,Chennai,34,Male,192,4,5702.29,1425.57,2,2,2,6,3,At-Risk
CUST13234,Bengaluru,18,Male,72,12,12316.3,1026.36,3,4,4,11,0,Champions
CUST13235,Coimbatore,27,Other,62,5,618.37704,94.65,3,3,1,7,1,Lost
CUST13236,Coimbatore,24,Male,243,1,594.84,594.84,1,1,1,3,1,Lost
CUST13237,Kochi,43,Female,267,2,1684.29,842.14,1,1,1,3,1,Lost
CUST13238,Mumbai,35,Male,365,2,2093.31,1046.66,1,1,1,3,1,Lost
CUST13239,Mumbai,20,Female,197,2,1513.3,756.65,2,1,1,4,1,Lost
CUST13240,Bengaluru,44,Male,358,5,1818.33,363.67,1,3,1,5,1,Lost
CUST13241,Bengaluru,18,Female,38,8,25965.93908,1672.3,4,3,5,12,0,Champions
CUST13242,Mumbai,38,Female,104,12,11761.11392,1730.59,3,4,4,11,0,Champions
CUST13243,Delhi,25,Male,22,23,19437.96,845.13,5,5,5,15,0,Champions
CUST13244,Delhi,30,Female,77,5,4215.36,843.07,3,3,2,8,2,Loyal Customers
CUST13245,Chennai,40,Male,324,2,613.03,306.52,1,1,1,3,1,Lost
CUST13246,Mumbai,40,Female,16,13,22245.19,1711.17,5,5,5,15,0,Champions
CUST13247,Bengaluru,49,Other,115,8,6743.38,842.92,3,3,3,9,3,At-Risk
CUST13248,Pune,33,Female,112,7,4669.11,667.02,3,3,2,8,1,Lost
CUST13249,Delhi,37,Female,365,2,1012.55,506.28,1,1,1,3,1,Lost
CUST13250,Mumbai,29,Male,160,6,8421.56,1403.59,2,3,3,8,3,At-Risk
CUST13251,Chennai,36,Male,365,2,2498.26,1249.13,1,1,1,3,3,At-Risk
CUST13252,Mumbai,39,Male,16,10,9443.14,944.31,5,4,3,12,0,Champions
CUST13253,Chennai,33,Male,35,6,2727.03,454.51,4,3,2,9,1,Lost
CUST13254,Madurai,18,Female,122,2,2104.11,1052.06,2,1,1,4,2,Loyal Customers
CUST13255,Chennai,38,Male,74,9,14381.98,1598.0,3,4,4,11,3,At-Risk
CUST13256,Delhi,38,Female,6,15,34359.41,2290.63,5,5,5,15,2,Loyal Customers
CUST13257,Coimbatore,27,Male,88,2,7692.21,3846.1,3,1,3,7,3,At-Risk
CUST13258,Bengaluru,20,Male,67,5,8284.72,1656.94,3,3,3,9,2,Loyal Customers
CUST13259,Pune,50,Female,155,7,8391.24,1198.75,2,3,3,8,3,At-Risk
CUST13260,Coimbatore,39,Male,46,10,12745.01,1274.5,4,4,4,12,0,Champions
CUST13261,Mumbai,31,Female,144,5,2085.36,417.07,2,3,1,6,1,Lost
CUST13262,Bengaluru,21,Male,51,6,16244.17,2707.36,4,3,4,11,3,At-Risk
CUST13263,Chennai,25,Female,5,18,43552.14,2419.56,5,5,5,15,0,Champions
CUST13264,Hyderabad,48,Male,162,9,6786.38,754.04,2,4,3,9,2,Loyal Customers
CUST13265,Chennai,36,Male,10,21,41483.3479,1473.21,5,5,5,15,0,Champions
CUST13266,Bengaluru,28,Female,10,21,57004.38828,1753.56,5,5,5,15,0,Champions
CUST13267,Mumbai,40,Female,116,3,5027.85597,1442.7,2,2,2,6,3,At-Risk
CUST13268,Mumbai,25,Male,13,22,26753.96,1216.09,5,5,5,15,0,Champions
CUST13269,Delhi,51,Male,365,2,2029.67,1014.84,1,1,1,3,1,Lost
CUST13270,Coimbatore,49,Female,194,3,2484.64,828.21,2,2,1,5,1,Lost
CUST13271,Chennai,29,Male,309,3,1343.739973,436.49,1,2,1,4,1,Lost
CUST13272,Delhi,27,Female,5,19,27307.63,1437.24,5,5,5,15,0,Champions
CUST13273,Mumbai,18,Female,50,4,4965.33,1241.33,4,2,2,8,3,At-Risk
CUST13274,Hyderabad,18,Male,51,11,13139.54,1194.5,4,4,4,12,2,Loyal Customers
CUST13275,Hyderabad,19,Male,201,2,3324.28,1662.14,2,1,2,5,3,At-Risk
CUST13276,Hyderabad,35,Female,67,11,12234.42,1112.22,3,4,4,11,0,Champions
CUST13277,Bengaluru,30,Male,33,11,16515.63,1501.42,4,4,4,12,2,Loyal Customers
CUST13278,Madurai,19,Female,209,2,780.07,390.04,2,1,1,4,1,Lost
CUST13279,Hyderabad,31,Male,59,11,17075.12,1552.28,3,4,4,11,0,Champions
CUST13280,Bengaluru,40,Female,25,16,47144.64925,2295.49,5,5,5,15,0,Champions
CUST13281,Coimbatore,40,Male,28,12,6453.76,537.81,4,4,3,11,0,Champions
CUST13282,Pune,18,Female,148,4,3737.56,934.39,2,2,2,6,1,Lost
CUST13283,Pune,33,Male,85,9,8733.58,970.4,3,4,3,10,3,At-Risk
CUST13284,Bengaluru,19,Male,29,11,11577.63,1052.51,4,4,4,12,0,Champions
CUST13285,Chennai,44,Female,38,16,41302.22,2581.39,4,5,5,14,0,Champions
CUST13286,Bengaluru,43,Male,44,6,8301.88,1383.65,4,3,3,10,3,At-Risk
CUST13287,Hyderabad,24,Male,129,4,11367.10583,1820.66,2,2,4,8,3,At-Risk
CUST13288,Pune,26,Male,27,9,12393.75,1377.08,4,4,4,12,0,Champions
CUST13289,Coimbatore,29,Male,56,8,11096.07,1387.01,4,3,4,11,3,At-Risk
CUST13290,Chennai,18,Female,10,18,38408.77,2133.82,5,5,5,15,0,Champions
CUST13291,Pune,38,Female,47,14,13736.83,981.2,4,5,4,13,0,Champions
CUST13292,Bengaluru,31,Male,11,19,19469.1,1024.69,5,5,5,15,0,Champions
CUST13293,Mumbai,45,Female,182,2,3118.89,1559.44,2,1,2,5,3,At-Risk
CUST13294,Kochi,22,Female,153,7,4189.45,598.49,2,3,2,7,1,Lost
CUST13295,Chennai,27,Female,302,1,1638.41,1638.41,1,1,1,3,3,At-Risk
CUST13296,Delhi,18,Male,21,17,27464.33,1615.55,5,5,5,15,0,Champions
CUST13297,Chennai,23,Female,98,1,5048.26,5048.26,3,1,2,6,3,At-Risk
CUST13298,Bengaluru,21,Male,99,3,5818.99,1939.66,3,2,2,7,3,At-Risk
CUST13299,Hyderabad,45,Male,124,2,8515.95,4257.98,2,1,3,6,2,Loyal Customers
CUST13300,Bengaluru,26,Male,178,1,1494.34,1494.34,2,1,1,4,3,At-Risk
CUST13301,Trichy,35,Male,52,4,15984.42,3996.1,4,2,4,10,3,At-Risk
CUST13302,Mumbai,30,Female,9,18,30220.2,1678.9,5,5,5,15,0,Champions
CUST13303,Madurai,20,Male,141,5,7726.96,1545.39,2,3,3,8,3,At-Risk
CUST13304,Coimbatore,32,Female,50,13,18890.84,1453.14,4,5,5,14,0,Champions
CUST13305,Bengaluru,41,Male,22,10,25922.58,2592.26,5,4,5,14,0,Champions
CUST13306,Bengaluru,21,Female,23,8,14315.65,1789.46,5,3,4,12,0,Champions
CUST13307,Chennai,43,Female,77,8,8590.67,1073.83,3,3,3,9,2,Loyal Customers
CUST13308,Bengaluru,25,Female,170,5,6128.48,1225.7,2,3,3,8,2,Loyal Customers
CUST13309,Bengaluru,29,Female,5,21,55835.0573,1481.09,5,5,5,15,0,Champions
CUST13310,Delhi,40,Female,74,11,22737.93521,1037.32,3,4,5,12,0,Champions
CUST13311,Delhi,27,Male,102,9,5348.38,594.26,3,4,2,9,1,Lost
CUST13312,Delhi,34,Female,72,6,11698.59,1949.76,3,3,4,10,3,At-Risk
CUST13313,Chennai,31,Male,317,1,2615.04,2615.04,1,1,2,4,3,At-Risk
CUST13314,Coimbatore,35,Female,33,19,34564.61,1819.19,4,5,5,14,0,Champions
CUST13315,Delhi,18,Male,152,2,2048.16,1024.08,2,1,1,4,1,Lost
CUST13316,Bengaluru,18,Female,56,7,1566.61,223.8,4,3,1,8,1,Lost
CUST13317,Chennai,41,Female,349,2,1891.83,945.92,1,1,1,3,1,Lost
CUST13318,Hyderabad,45,Male,34,8,14058.56,1757.32,4,3,4,11,0,Champions
CUST13319,Hyderabad,24,Male,53,7,13552.67,1936.1,4,3,4,11,3,At-Risk
CUST13320,Mumbai,31,Other,261,2,200.0,100.0,1,1,1,3,1,Lost
CUST13321,Chennai,37,Male,288,2,2865.03,1432.52,1,1,2,4,3,At-Risk
CUST13322,Hyderabad,42,Male,49,9,20201.59,2244.62,4,4,5,13,0,Champions
CUST13323,Mumbai,18,Male,68,8,10153.95,1269.24,3,3,4,10,3,At-Risk
CUST13324,Hyderabad,24,Other,126,8,9229.99,1153.75,2,3,3,8,3,At-Risk
CUST13325,Hyderabad,30,Other,235,2,1782.17,891.08,1,1,1,3,2,Loyal Customers
CUST13326,Hyderabad,42,Female,68,15,13539.0,902.6,3,5,4,12,0,Champions
CUST13327,Mumbai,61,Female,92,6,3088.817135,813.71,3,3,2,8,3,At-Risk
CUST13328,Chennai,31,Male,68,3,9887.1,3295.7,3,2,3,8,2,Loyal Customers
CUST13329,Delhi,19,Other,166,1,2115.66,2115.66,2,1,1,4,3,At-Risk
CUST13330,Mumbai,38,Male,132,5,6490.27,1298.05,2,3,3,8,3,At-Risk
CUST13331,Delhi,49,Male,49,15,21418.85,1427.92,4,5,5,14,0,Champions
CUST13332,Chennai,35,Male,354,2,1251.44,625.72,1,1,1,3,1,Lost
CUST13333,Coimbatore,24,Female,111,6,11063.21,1843.87,3,3,4,10,3,At-Risk
CUST13334,Pune,45,Female,132,6,7515.8,1252.63,2,3,3,8,3,At-Risk
CUST13335,Delhi,41,Male,15,4,9659.17,2414.79,5,2,3,10,3,At-Risk
CUST13336,Pune,23,Other,84,4,2419.95,604.99,3,2,1,6,1,Lost
CUST13337,Hyderabad,38,Male,55,12,14920.34536,1048.38,4,4,4,12,0,Champions
CUST13338,Mumbai,45,Male,56,13,8220.48,632.34,4,5,3,12,2,Loyal Customers
CUST13339,Delhi,47,Male,139,6,4463.96,743.99,2,3,2,7,1,Lost
CUST13340,Pune,33,Female,67,3,5577.16,1859.05,3,2,2,7,2,Loyal Customers
CUST13341,Mumbai,30,Female,87,3,3815.54,1271.85,3,2,2,7,3,At-Risk
CUST13342,Delhi,48,Male,54,12,19099.85232,1027.36,4,4,5,13,0,Champions
CUST13343,Chennai,21,Female,110,3,5057.35,1685.78,3,2,2,7,3,At-Risk
CUST13344,Bengaluru,39,Male,54,8,4457.807232,1109.89,4,3,2,9,3,At-Risk
CUST13345,Delhi,19,Female,190,5,2582.65,516.53,2,3,2,7,1,Lost
CUST13346,Coimbatore,46,Other,15,9,16187.2,1798.58,5,4,4,13,0,Champions
CUST13347,Coimbatore,31,Male,151,3,6014.3,2004.77,2,2,3,7,3,At-Risk
CUST13348,Madurai,48,Female,360,1,1094.17,1094.17,1,1,1,3,1,Lost
CUST13349,Coimbatore,39,Female,98,8,11401.09576,1573.66,3,3,4,10,3,At-Risk
CUST13350,Coimbatore,21,Male,16,9,8258.41,917.6,5,4,3,12,0,Champions
CUST13351,Bengaluru,50,Female,163,4,6593.53,1648.38,2,2,3,7,3,At-Risk
CUST13352,Pune,51,Male,265,7,3211.825664,498.53,1,3,2,6,1,Lost
CUST13353,Mumbai,44,Male,264,3,10850.64,3616.88,1,2,4,7,3,At-Risk
CUST13354,Coimbatore,26,Male,122,4,6158.78,1539.7,2,2,3,7,3,At-Risk
CUST13355,Chennai,31,Male,41,6,15362.27,2560.38,4,3,4,11,3,At-Risk
CUST13356,Delhi,36,Female,66,10,15700.05153,1271.87,3,4,4,11,0,Champions
CUST13357,Bengaluru,26,Female,66,5,15811.28,3162.26,3,3,4,10,3,At-Risk
CUST13358,Hyderabad,53,Female,14,23,30571.16597,1566.19,5,5,5,15,0,Champions
CUST13359,Delhi,36,Male,177,5,3958.15,791.63,2,3,2,7,3,At-Risk
CUST13360,Hyderabad,18,Male,9,18,41486.96,2304.83,5,5,5,15,0,Champions
CUST13361,Coimbatore,38,Male,259,1,3499.29,3499.29,1,1,2,4,3,At-Risk
CUST13362,Delhi,30,Male,365,2,266.3286647,113.38,1,1,1,3,1,Lost
CUST13363,Coimbatore,33,Other,257,4,945.8,236.45,1,2,1,4,1,Lost
CUST13364,Kochi,30,Female,297,1,3480.49,3480.49,1,1,2,4,3,At-Risk
CUST13365,Delhi,43,Male,47,9,7409.35,823.26,4,4,3,11,0,Champions
CUST13366,Madurai,46,Female,326,2,2640.75,1320.38,1,1,2,4,3,At-Risk
CUST13367,Coimbatore,37,Female,9,9,25364.47,2818.27,5,4,5,14,0,Champions
CUST13368,Coimbatore,30,Male,10,16,17087.73,1067.98,5,5,4,14,0,Champions
CUST13369,Delhi,34,Female,313,3,1674.54,558.18,1,2,1,4,1,Lost
CUST13370,Coimbatore,34,Male,54,17,54345.70918,1815.64,4,5,5,14,0,Champions
CUST13371,Mumbai,25,Male,360,4,3246.6,811.65,1,2,2,5,1,Lost
CUST13372,Coimbatore,40,Male,161,5,1926.15,385.23,2,3,1,6,1,Lost
CUST13373,Delhi,39,Male,160,4,6149.86,1537.46,2,2,3,7,3,At-Risk
CUST13374,Hyderabad,51,Male,58,6,13475.3,2245.88,3,3,4,10,3,At-Risk
CUST13375,Hyderabad,48,Male,95,7,5931.411439,764.11,3,3,3,9,3,At-Risk
CUST13376,Hyderabad,26,Male,2,22,43070.49,1957.75,5,5,5,15,0,Champions
CUST13377,Coimbatore,43,Female,311,2,2446.86,1223.43,1,1,1,3,3,At-Risk
CUST13378,Chennai,24,Other,8,8,24184.19,3023.02,5,3,5,13,0,Champions
CUST13379,Delhi,42,Female,103,6,7957.6,1326.27,3,3,3,9,3,At-Risk
CUST13380,Bengaluru,28,Male,44,11,15093.37,1372.12,4,4,4,12,0,Champions
CUST13381,Bengaluru,23,Male,9,18,33494.78,1860.82,5,5,5,15,0,Champions
CUST13382,Chennai,37,Male,100,7,5641.57,805.94,3,3,2,8,1,Lost
CUST13383,Coimbatore,18,Male,26,21,32739.8284,1598.38,5,5,5,15,0,Champions
CUST13384,Chennai,18,Female,133,5,3015.7,603.14,2,3,2,7,2,Loyal Customers
CUST13385,Pune,32,Female,44,8,10306.49,1288.31,4,3,4,11,3,At-Risk
CUST13386,Coimbatore,35,Female,47,11,6963.99,633.09,4,4,3,11,0,Champions
CUST13387,Mumbai,30,Female,188,4,10275.37572,2544.2,2,2,4,8,3,At-Risk
CUST13388,Chennai,18,Male,41,13,11833.57,910.27,4,5,4,13,0,Champions
CUST13389,Delhi,25,Male,11,15,16912.46,1127.5,5,5,4,14,0,Champions
CUST13390,Madurai,38,Female,147,1,2862.673702,2232.66,2,1,2,5,3,At-Risk
CUST13391,Pune,40,Male,12,15,29531.54,1968.77,5,5,5,15,0,Champions
CUST13392,Pune,34,Male,1,18,17062.93965,1558.63,5,5,4,14,0,Champions
CUST13393,Madurai,47,Male,30,2,16503.72,8251.86,4,1,4,9,2,Loyal Customers
CUST13394,Pune,38,Male,50,7,10286.29,1469.47,4,3,4,11,3,At-Risk
CUST13395,Trichy,26,Male,133,4,7089.06,1772.26,2,2,3,7,3,At-Risk
CUST13396,Hyderabad,31,Female,40,9,6867.66,763.07,4,4,3,11,0,Champions
CUST13397,Hyderabad,19,Female,234,1,2225.56,2225.56,1,1,1,3,3,At-Risk
CUST13398,Coimbatore,33,Male,11,15,20612.57,1374.17,5,5,5,15,2,Loyal Customers
CUST13399,Mumbai,46,Male,42,11,10275.28,934.12,4,4,4,12,0,Champions
CUST13400,Chennai,42,Female,39,5,10126.09,2025.22,4,3,4,11,3,At-Risk
CUST13401,Chennai,49,Male,183,6,5364.73,894.12,2,3,2,7,3,At-Risk
CUST13402,Trichy,31,Male,251,3,2465.24,821.75,1,2,1,4,1,Lost
CUST13403,Madurai,49,Male,101,4,6411.6,1602.9,3,2,3,8,3,At-Risk
CUST13404,Delhi,32,Male,329,1,2505.69,2505.69,1,1,1,3,3,At-Risk
CUST13405,Hyderabad,50,Female,28,7,13785.79,1969.4,4,3,4,11,2,Loyal Customers
CUST13406,Pune,34,Female,14,14,9746.7,696.19,5,5,3,13,0,Champions
CUST13407,Trichy,42,Male,9,16,19105.19,1194.07,5,5,5,15,0,Champions
CUST13408,Coimbatore,50,Male,35,10,11579.99,1158.0,4,4,4,12,0,Champions
CUST13409,Chennai,32,Male,39,10,8986.94,898.69,4,4,3,11,2,Loyal Customers
CUST13410,Bengaluru,36,Male,22,14,24877.57,1776.97,5,5,5,15,0,Champions
CUST13411,Chennai,48,Other,45,11,16417.05,1492.46,4,4,4,12,0,Champions
CUST13412,Chennai,33,Female,53,11,12561.7,1141.97,4,4,4,12,2,Loyal Customers
CUST13413,Bengaluru,19,Female,24,21,36779.38,1751.4,5,5,5,15,0,Champions
CUST13414,Hyderabad,58,Female,53,11,11220.27706,1249.24,4,4,4,12,2,Loyal Customers
CUST13415,Mumbai,29,Female,271,2,4235.381523,2097.98,1,1,2,4,3,At-Risk
CUST13416,Madurai,36,Female,43,11,7932.868382,463.64,4,4,3,11,0,Champions
CUST13417,Delhi,47,Male,108,4,7185.1,1796.28,3,2,3,8,3,At-Risk
CUST13418,Coimbatore,27,Male,127,4,2427.86,606.96,2,2,1,5,1,Lost
CUST13419,Chennai,23,Female,17,10,2302.94,230.29,5,4,1,10,1,Lost
CUST13420,Hyderabad,37,Male,97,12,6249.82,520.82,3,4,3,10,1,Lost
CUST13421,Mumbai,18,Other,22,3,10077.83,3359.28,5,2,3,10,3,At-Risk
CUST13422,Hyderabad,31,Female,111,4,6394.24,1598.56,3,2,3,8,3,At-Risk
CUST13423,Chennai,37,Female,35,15,14305.42,953.69,4,5,4,13,0,Champions
CUST13424,Hyderabad,31,Male,55,3,2631.01,877.0,4,2,2,8,1,Lost
CUST13425,Mumbai,18,Female,14,14,27174.98,1941.07,5,5,5,15,0,Champions
CUST13426,Mumbai,52,Male,346,1,1805.11,1805.11,1,1,1,3,3,At-Risk
CUST13427,Mumbai,35,Other,37,7,13844.62157,2624.49,4,3,4,11,3,At-Risk
CUST13428,Pune,50,Male,43,5,4874.69,974.94,4,3,2,9,3,At-Risk
CUST13429,Mumbai,31,Male,97,2,7268.25,3634.12,3,1,3,7,3,At-Risk
CUST13430,Mumbai,24,Female,263,3,1835.95,611.98,1,2,1,4,1,Lost
CUST13431,Trichy,37,Male,147,6,4149.55,691.59,2,3,2,7,1,Lost
CUST13432,Hyderabad,32,Male,178,6,4488.25,748.04,2,3,2,7,3,At-Risk
CUST13433,Bengaluru,21,Other,231,3,763.11,254.37,1,2,1,4,1,Lost
CUST13434,Delhi,50,Male,106,4,14195.52535,2539.3,3,2,4,9,3,At-Risk
CUST13435,Bengaluru,27,Female,17,13,23847.79,1834.45,5,5,5,15,0,Champions
CUST13436,Coimbatore,18,Male,1,27,20872.12,773.04,5,5,5,15,0,Champions
CUST13437,Mumbai,49,Female,214,3,1948.1,649.37,2,2,1,5,1,Lost
CUST13438,Kochi,28,Female,320,1,3862.89,3862.89,1,1,2,4,3,At-Risk
CUST13439,Kochi,27,Male,74,9,9077.28,1008.59,3,4,3,10,3,At-Risk
CUST13440,Madurai,18,Male,121,5,200.0,40.0,2,3,1,6,1,Lost
CUST13441,Mumbai,53,Female,37,2,8891.9,4445.95,4,1,3,8,3,At-Risk
CUST13442,Coimbatore,20,Male,55,9,12682.26,1409.14,4,4,4,12,0,Champions
CUST13443,Trichy,35,Male,102,4,5815.87,1453.97,3,2,2,7,3,At-Risk
CUST13444,Trichy,44,Female,11,23,33254.45,1445.85,5,5,5,15,0,Champions
CUST13445,Delhi,39,Male,148,3,2279.753734,994.83,2,2,1,5,1,Lost
CUST13446,Hyderabad,33,Male,51,5,4229.54,845.91,4,3,2,9,3,At-Risk
CUST13447,Delhi,18,Female,175,6,3482.06,580.34,2,3,2,7,1,Lost
CUST13448,Mumbai,25,Male,36,12,17441.18,1453.43,4,4,5,13,2,Loyal Customers
CUST13449,Chennai,36,Male,25,9,38866.86,4318.54,5,4,5,14,0,Champions
CUST13450,Bengaluru,25,Male,50,1,8456.12,8456.12,4,1,3,8,3,At-Risk
CUST13451,Delhi,36,Female,73,4,4603.48431,906.8,3,2,2,7,3,At-Risk
CUST13452,Delhi,41,Female,186,3,4300.16,1433.39,2,2,2,6,3,At-Risk
CUST13453,Bengaluru,45,Female,46,10,14015.44,1401.54,4,4,4,12,0,Champions
CUST13454,Kochi,21,Male,165,3,3182.17,1060.72,2,2,2,6,3,At-Risk
CUST13455,Chennai,58,Male,365,1,1456.33,1456.33,1,1,1,3,3,At-Risk
CUST13456,Mumbai,42,Male,11,14,36507.49,2607.68,5,5,5,15,0,Champions
CUST13457,Delhi,34,Male,39,12,12340.78,1028.4,4,4,4,12,0,Champions
CUST13458,Delhi,46,Female,72,4,5007.371259,653.38,3,2,2,7,1,Lost
CUST13459,Delhi,60,Male,77,4,3399.05,849.76,3,2,2,7,2,Loyal Customers
CUST13460,Coimbatore,18,Male,112,3,6808.48,2269.49,3,2,3,8,3,At-Risk
CUST13461,Chennai,32,Male,116,4,6125.23,1531.31,2,2,3,7,2,Loyal Customers
CUST13462,Delhi,18,Female,204,2,2030.04,1015.02,2,1,1,4,1,Lost
CUST13463,Mumbai,36,Female,8,19,32849.2,1728.91,5,5,5,15,0,Champions
CUST13464,Chennai,38,Female,134,6,7389.64,1231.61,2,3,3,8,3,At-Risk
CUST13465,Delhi,34,Female,38,20,16195.1,809.76,4,5,4,13,0,Champions
CUST13466,Bengaluru,27,Male,33,11,25186.61,2289.69,4,4,5,13,0,Champions
CUST13467,Delhi,18,Male,50,13,15270.75,1174.67,4,5,4,13,0,Champions
CUST13468,Hyderabad,38,Male,20,24,43578.43,1815.77,5,5,5,15,0,Champions
CUST13469,Chennai,50,Female,245,2,703.56,351.78,1,1,1,3,1,Lost
CUST13470,Chennai,27,Female,365,2,701.6767179,515.44,1,1,1,3,1,Lost
CUST13471,Hyderabad,39,Female,66,8,11064.83,1383.1,3,3,4,10,2,Loyal Customers
CUST13472,Mumbai,18,Female,89,8,5834.08,729.26,3,3,2,8,1,Lost
CUST13473,Delhi,39,Female,150,7,2733.3,390.47,2,3,2,7,1,Lost
CUST13474,Hyderabad,30,Female,235,3,2149.44,716.48,1,2,1,4,1,Lost
CUST13475,Hyderabad,26,Female,131,8,7236.1,904.51,2,3,3,8,3,At-Risk
CUST13476,Kochi,26,Female,26,22,36975.6,1680.71,5,5,5,15,0,Champions
CUST13477,Mumbai,30,Male,365,2,2017.489475,752.78,1,1,1,3,1,Lost
CUST13478,Bengaluru,38,Female,106,7,3488.28,498.33,3,3,2,8,1,Lost
CUST13479,Bengaluru,20,Female,92,7,7616.54,1088.08,3,3,3,9,3,At-Risk
CUST13480,Chennai,30,Male,262,1,1872.580283,955.4,1,1,1,3,1,Lost
CUST13481,Mumbai,34,Female,309,3,2489.84,829.95,1,2,1,4,1,Lost
CUST13482,Coimbatore,22,Female,145,4,2632.08646,771.3,2,2,2,6,1,Lost
CUST13483,Kochi,54,Male,87,5,4281.31,856.26,3,3,2,8,3,At-Risk
CUST13484,Mumbai,25,Female,365,2,1917.75,958.88,1,1,1,3,1,Lost
CUST13485,Mumbai,27,Male,45,9,13892.86,1543.65,4,4,4,12,0,Champions
CUST13486,Bengaluru,23,Female,45,8,16408.78,2051.1,4,3,4,11,0,Champions
CUST13487,Chennai,54,Female,66,9,9395.29,1043.92,3,4,3,10,3,At-Risk
CUST13488,Chennai,40,Male,276,1,221.4227428,432.45,1,1,1,3,1,Lost
CUST13489,Bengaluru,24,Male,122,4,5096.52,1274.13,2,2,2,6,3,At-Risk
CUST13490,Chennai,46,Female,1,20,15699.97,785.0,5,5,4,14,0,Champions
CUST13491,Mumbai,36,Male,300,1,200.0,200.0,1,1,1,3,1,Lost
CUST13492,Pune,37,Male,123,5,7686.01,1537.2,2,3,3,8,3,At-Risk
CUST13493,Pune,30,Female,241,4,1429.99,357.5,1,2,1,4,1,Lost
CUST13494,Delhi,26,Male,6,25,48134.08063,1102.21,5,5,5,15,0,Champions
CUST13495,Coimbatore,38,Male,130,5,6439.99,1288.0,2,3,3,8,3,At-Risk
CUST13496,Pune,28,Female,191,6,6050.0,1008.33,2,3,3,8,3,At-Risk
CUST13497,Pune,54,Female,115,6,10714.17,1785.7,3,3,4,10,3,At-Risk
CUST13498,Coimbatore,20,Female,160,5,1407.54,281.51,2,3,1,6,1,Lost
CUST13499,Delhi,51,Female,306,3,411.73,137.24,1,2,1,4,1,Lost
CUST13500,Madurai,33,Male,64,7,12968.98,1852.71,3,3,4,10,3,At-Risk
CUST13501,Hyderabad,37,Male,306,3,200.0,66.67,1,2,1,4,1,Lost
CUST13502,Trichy,43,Male,10,20,30904.79,1545.24,5,5,5,15,0,Champions
CUST13503,Chennai,27,Female,77,7,4448.55,635.51,3,3,2,8,1,Lost
CUST13504,Pune,44,Female,13,20,21902.73,1095.14,5,5,5,15,0,Champions
CUST13505,Mumbai,18,Female,10,11,14810.01,1346.36,5,4,4,13,0,Champions
CUST13506,Trichy,26,Female,63,10,19818.65,1981.87,3,4,5,12,0,Champions
CUST13507,Bengaluru,24,Female,221,1,3128.97,3128.97,2,1,2,5,2,Loyal Customers
CUST13508,Hyderabad,20,Male,129,5,3404.06,680.81,2,3,2,7,1,Lost
CUST13509,Chennai,32,Male,57,11,11470.47787,638.39,3,4,4,11,0,Champions
CUST13510,Madurai,38,Male,110,6,3297.03,549.5,3,3,2,8,1,Lost
CUST13511,Chennai,42,Male,10,26,9526.37,366.4,5,5,3,13,0,Champions
CUST13512,Trichy,37,Female,27,11,11634.47,1057.68,4,4,4,12,2,Loyal Customers
CUST13513,Hyderabad,27,Male,115,6,1573.37,262.23,3,3,1,7,1,Lost
CUST13514,Pune,38,Female,118,2,4201.2,2100.6,2,1,2,5,3,At-Risk
CUST13515,Kochi,35,Female,226,1,1902.29,1902.29,2,1,1,4,3,At-Risk
CUST13516,Chennai,44,Male,50,12,15521.93,1293.49,4,4,4,12,0,Champions
CUST13517,Bengaluru,43,Male,131,3,7719.42,2573.14,2,2,3,7,3,At-Risk
CUST13518,Chennai,34,Male,82,7,4520.88,645.84,3,3,2,8,1,Lost
CUST13519,Coimbatore,24,Male,311,3,1734.55,578.18,1,2,1,4,1,Lost
CUST13520,Coimbatore,27,Female,66,13,12125.67,932.74,3,5,4,12,0,Champions
CUST13521,Bengaluru,28,Male,61,5,5167.49,1033.5,3,3,2,8,3,At-Risk
CUST13522,Coimbatore,31,Female,146,4,1693.61,423.4,2,2,1,5,1,Lost
CUST13523,Chennai,37,Female,281,2,1811.59,905.8,1,1,1,3,1,Lost
CUST13524,Chennai,42,Female,28,5,12660.4,2532.08,4,3,4,11,3,At-Risk
CUST13525,Chennai,33,Female,156,4,4008.69,1002.17,2,2,2,6,3,At-Risk
CUST13526,Trichy,34,Male,54,7,10436.0,1490.86,4,3,4,11,3,At-Risk
CUST13527,Hyderabad,36,Male,150,4,4845.75,1211.44,2,2,2,6,3,At-Risk
CUST13528,Kochi,28,Male,62,9,10287.39,1143.04,3,4,4,11,3,At-Risk
CUST13529,Bengaluru,24,Male,1,24,51191.06706,1199.61,5,5,5,15,0,Champions
CUST13530,Coimbatore,18,Female,238,6,11797.65641,1267.67,1,3,4,8,3,At-Risk
CUST13531,Hyderabad,26,Female,24,10,11653.22,1165.32,5,4,4,13,0,Champions
CUST13532,Madurai,39,Male,42,8,12166.69,1520.84,4,3,4,11,3,At-Risk
CUST13533,Madurai,26,Male,51,13,7274.23,559.56,4,5,3,12,0,Champions
