loan_id,credit_score,income_lpa,loan_amount_l,debt_ratio,employment_yr,num_accounts,late_payments,loan_purpose,defaulted
L01337,850,11.55,79.58,0.046,2.7,14,2,Education,1
L01338,554,29.92,6.02,0.188,3.1,8,0,Home,0
L01339,669,12.63,42.32,0.324,7.1,12,0,Personal,0
L01340,560,19.22,22.92,0.027,1.8,10,0,Home,0
L01341,702,22.34,78.38,0.415,2.1,14,1,Home,0
L01342,673,29.86,75.47,0.537,2.2,8,0,Personal,0
L01343,636,33.38,22.6,0.332,3.4,4,1,Home,1
L01344,703,21.16,69.47,0.447,5.5,6,0,Education,0
L01345,666,24.86,76.0,0.094,0.3,8,3,Home,0
L01346,660,35.65,33.57,0.026,7.1,9,1,Education,0
L01347,642,6.37,33.33,0.336,0.1,1,2,Car,1
L01348,663,9.97,64.35,0.31,1.3,14,1,Education,1
L01349,697,13.11,52.95,0.507,1.6,14,0,Home,0
L01350,850,45.74,42.98,0.287,0.9,8,0,Car,0
L01351,662,18.82,32.54,0.655,2.2,7,0,Car,0
L01352,639,10.64,48.59,0.102,0.2,12,0,Education,0
L01353,756,21.97,69.87,0.427,5.2,1,0,Personal,0
L01354,712,20.66,6.89,0.348,0.5,2,0,Personal,0
L01355,669,27.14,20.19,0.194,0.2,12,2,Home,0
L01356,654,29.73,35.27,0.447,3.1,10,0,Education,0
L01357,689,27.58,26.77,0.76,5.5,12,2,Car,0
L01358,620,15.32,6.23,0.275,1.3,3,1,Home,0
L01359,587,11.34,48.61,0.385,0.0,4,0,Personal,1
L01360,620,37.1,66.49,0.353,1.9,1,1,Car,0
L01361,599,27.68,68.26,0.441,1.3,6,2,Car,1
L01362,568,19.54,18.36,0.599,1.7,4,3,Home,1
L01363,684,28.81,52.61,0.238,2.5,4,0,Car,0
L01364,566,11.39,9.17,0.257,1.4,4,1,Home,0
L01365,574,22.06,21.03,0.144,2.6,7,0,Home,0
L01366,598,27.54,67.99,0.224,15.2,11,0,Home,0
L01367,799,17.72,43.69,0.424,4.8,5,1,Personal,0
L01368,659,26.13,17.91,0.296,4.5,5,0,Personal,0
L01369,571,14.69,11.32,0.32,6.3,3,1,Car,0
L01370,633,27.61,9.59,0.424,14.5,5,1,Home,0
L01371,598,48.81,63.36,0.068,6.4,2,0,Home,0
L01372,667,22.25,44.74,0.418,3.4,8,1,Home,1
L01373,595,5.48,12.4,0.152,2.1,9,0,Education,0
L01374,653,16.24,26.53,0.18,0.6,6,2,Car,0
L01375,732,13.67,39.52,0.11,5.2,3,0,Education,0
L01376,799,25.28,54.09,0.464,1.2,14,0,Home,0
L01377,665,26.52,27.01,0.161,6.3,11,1,Car,0
L01378,777,23.48,77.47,0.219,8.1,8,1,Personal,0
L01379,509,11.83,36.23,0.052,4.3,2,0,Car,0
L01380,726,18.06,67.74,0.362,6.2,11,2,Personal,1
L01381,602,23.61,9.14,0.021,0.9,7,0,Home,1
L01382,693,23.02,73.5,0.265,18.0,1,0,Home,0
L01383,719,6.0,78.06,0.215,0.1,14,0,Education,0
L01384,586,8.33,21.79,0.489,0.4,5,0,Personal,1
L01385,697,46.76,61.46,0.542,4.8,9,2,Car,1
L01386,640,18.93,22.82,0.27,2.2,2,0,Home,0
L01387,496,22.43,20.4,0.284,1.2,14,0,Personal,0
L01388,614,22.23,70.5,0.077,7.6,1,1,Personal,1
L01389,589,31.81,57.73,0.316,2.8,12,1,Car,0
L01390,509,21.99,45.07,0.448,1.9,6,1,Personal,0
L01391,614,10.72,47.41,0.146,5.1,5,2,Home,0
L01392,619,12.51,63.03,0.623,5.8,8,1,Car,1
L01393,613,23.03,28.98,0.116,0.7,3,0,Home,0
L01394,723,12.33,11.13,0.245,4.4,2,0,Car,0
L01395,741,7.98,77.28,0.372,4.0,10,3,Home,1
L01396,635,85.23,29.99,0.449,0.2,2,1,Education,1
L01397,685,8.04,56.94,0.315,12.4,13,0,Personal,1
L01398,667,19.63,53.89,0.105,7.4,2,1,Home,0
L01399,775,19.47,26.15,0.052,2.7,10,0,Car,0
L01400,652,15.2,68.75,0.185,2.3,14,2,Home,1
L01401,650,30.76,36.89,0.298,0.2,9,1,Home,0
L01402,625,27.77,41.42,0.18,0.1,11,0,Home,0
L01403,746,15.71,59.25,0.033,5.1,2,1,Personal,0
L01404,562,28.81,34.26,0.748,1.6,7,0,Personal,1
L01405,598,8.16,48.14,0.037,1.1,14,0,Car,0
L01406,572,15.21,49.08,0.241,1.1,5,1,Education,0
L01407,754,15.32,43.05,0.316,10.4,5,0,Home,0
L01408,801,15.72,76.98,0.318,9.8,11,1,Car,0
L01409,695,15.46,69.35,0.242,3.6,10,0,Education,0
L01410,610,39.13,30.62,0.748,9.3,7,0,Personal,1
L01411,689,22.62,75.59,0.06,6.4,4,1,Home,0
L01412,549,57.54,6.85,0.543,2.4,4,0,Education,0
L01413,711,12.12,76.47,0.208,0.2,12,1,Personal,0
L01414,830,15.46,32.25,0.432,0.4,2,0,Education,0
L01415,693,11.74,7.84,0.197,1.4,8,1,Home,0
L01416,677,13.23,37.91,0.323,6.8,4,1,Car,1
L01417,547,33.25,7.88,0.182,4.7,5,2,Car,0
L01418,750,29.01,11.71,0.236,1.7,6,0,Education,0
L01419,695,25.63,51.3,0.388,7.1,7,2,Home,0
L01420,668,7.42,26.86,0.253,0.6,14,1,Education,0
L01421,583,21.64,17.97,0.49,4.3,6,2,Car,0
L01422,673,20.69,72.62,0.07,1.0,6,0,Personal,0
L01423,526,67.88,60.84,0.524,9.2,3,3,Home,0
L01424,748,19.21,57.01,0.329,1.8,9,0,Home,0
L01425,665,16.02,23.56,0.117,0.2,1,0,Home,0
L01426,633,24.93,51.67,0.153,5.6,6,0,Home,0
L01427,629,14.24,8.37,0.106,0.1,3,0,Education,0
L01428,678,17.89,52.93,0.186,4.2,13,0,Personal,0
L01429,488,9.96,12.95,0.121,1.0,11,1,Home,0
L01430,684,10.46,71.66,0.228,5.0,12,1,Education,0
L01431,518,20.52,53.7,0.106,4.8,11,0,Personal,1
L01432,660,43.65,54.02,0.531,0.8,3,0,Education,0
L01433,665,12.56,18.19,0.226,5.1,4,0,Home,0
L01434,579,22.22,57.46,0.082,5.9,7,1,Education,0
L01435,642,22.93,66.74,0.315,0.6,3,1,Home,0
L01436,576,21.26,41.22,0.142,4.9,1,1,Car,0
L01437,720,8.1,74.38,0.298,4.8,5,0,Car,0
L01438,627,15.28,7.18,0.184,1.7,8,0,Education,0
L01439,546,24.76,78.31,0.333,1.5,2,0,Home,0
L01440,585,86.37,30.13,0.062,12.7,13,0,Education,0
L01441,632,10.43,79.77,0.292,0.8,9,1,Personal,0
L01442,654,39.26,54.94,0.354,1.6,4,2,Personal,0
L01443,655,10.91,6.53,0.456,2.8,6,2,Car,1
L01444,724,27.38,62.89,0.308,0.6,12,1,Home,0
L01445,812,9.81,15.46,0.146,2.9,2,1,Home,0
L01446,653,33.41,49.15,0.352,3.7,5,0,Home,0
L01447,594,30.95,49.38,0.223,4.4,9,2,Home,0
L01448,784,23.09,40.64,0.301,3.8,6,1,Home,0
L01449,786,18.78,72.8,0.183,1.9,8,5,Car,1
L01450,584,16.87,54.17,0.086,0.7,13,2,Home,0
L01451,835,14.56,74.61,0.044,4.0,5,1,Education,0
L01452,628,14.0,21.88,0.081,2.0,2,1,Car,0
L01453,719,18.45,43.87,0.14,2.2,12,1,Car,0
L01454,493,27.37,47.99,0.507,1.2,1,0,Home,0
L01455,625,9.72,73.16,0.139,2.7,1,3,Home,1
L01456,743,12.03,31.06,0.189,0.9,3,2,Personal,0
L01457,534,18.34,72.34,0.462,1.4,3,1,Car,1
L01458,594,18.44,46.79,0.221,11.4,6,2,Home,1
L01459,726,25.33,20.31,0.085,0.6,3,0,Home,0
L01460,664,31.92,77.15,0.145,0.5,11,0,Education,0
L01461,645,17.89,41.44,0.259,0.1,12,2,Education,0
L01462,616,32.86,19.0,0.038,2.1,11,0,Personal,0
L01463,637,19.61,34.33,0.699,4.7,6,1,Education,1
L01464,785,5.92,36.53,0.441,0.5,1,1,Car,0
L01465,639,15.26,25.03,0.028,11.7,4,1,Home,0
L01466,679,14.44,32.88,0.485,2.8,12,1,Home,0
L01467,709,21.7,54.26,0.581,0.7,3,1,Personal,0
L01468,745,15.9,74.37,0.144,0.1,6,1,Education,1
L01469,580,31.61,25.59,0.179,2.0,8,0,Education,0
L01470,648,13.7,60.82,0.126,3.8,11,0,Car,0
L01471,530,20.39,79.52,0.042,1.2,5,0,Personal,0
L01472,713,4.8,46.28,0.371,2.8,14,2,Personal,0
L01473,504,29.9,75.49,0.31,3.8,9,2,Home,0
L01474,489,11.29,65.53,0.616,0.3,13,1,Education,1
L01475,620,18.81,60.65,0.502,8.9,11,2,Home,1
L01476,660,38.15,62.2,0.285,6.9,3,0,Home,0
L01477,617,12.06,41.86,0.064,2.5,6,1,Personal,0
L01478,660,33.63,53.79,0.487,5.5,4,0,Home,0
L01479,672,24.66,30.7,0.116,6.1,7,1,Home,0
L01480,515,20.5,35.35,0.125,2.5,14,2,Personal,0
L01481,756,14.8,33.94,0.142,0.7,7,1,Personal,0
L01482,691,25.3,44.67,0.02,0.2,10,0,Personal,0
L01483,693,77.64,54.77,0.34,2.6,14,3,Car,0
L01484,729,21.05,29.73,0.096,3.3,6,0,Personal,0
L01485,768,14.1,14.8,0.636,0.8,11,2,Home,0
L01486,537,5.26,54.0,0.254,3.0,9,0,Car,0
L01487,638,13.39,5.47,0.241,0.8,10,1,Home,0
L01488,626,30.7,36.94,0.189,2.4,2,1,Education,1
L01489,577,49.91,11.74,0.079,2.1,3,3,Personal,0
L01490,764,20.47,53.51,0.187,25.2,8,1,Home,0
L01491,850,13.01,74.66,0.287,2.3,2,0,Personal,0
L01492,701,24.69,27.21,0.544,0.2,13,1,Home,0
L01493,627,34.88,68.86,0.132,1.4,3,2,Home,0
L01494,660,35.07,30.03,0.432,1.8,4,1,Car,0
L01495,720,68.51,52.66,0.514,5.0,14,2,Home,0
L01496,663,23.92,41.62,0.447,3.7,8,1,Home,1
L01497,479,11.1,56.96,0.043,10.1,14,1,Education,1
L01498,696,11.17,21.82,0.188,1.2,9,0,Education,0
L01499,640,11.14,50.55,0.354,1.7,9,0,Personal,1
L01500,741,15.87,76.78,0.29,10.6,10,1,Education,0
L01501,740,24.27,74.87,0.36,3.8,7,1,Personal,0
L01502,595,21.8,77.81,0.556,2.6,5,0,Home,1
L01503,796,25.28,35.32,0.161,1.0,4,0,Personal,0
L01504,554,26.78,57.96,0.407,15.5,13,0,Car,0
L01505,623,30.09,39.14,0.317,1.9,13,0,Home,0
L01506,497,21.88,40.07,0.494,1.0,3,2,Home,1
L01507,447,10.87,38.74,0.362,1.7,3,0,Car,1
L01508,656,15.26,67.67,0.095,8.5,11,0,Personal,0
L01509,775,7.57,10.79,0.328,0.9,4,2,Home,1
L01510,524,31.35,9.89,0.059,2.9,11,0,Home,0
L01511,639,17.54,47.99,0.429,3.0,8,1,Home,1
L01512,719,37.5,69.31,0.147,1.3,9,1,Car,0
L01513,524,40.49,65.67,0.306,2.0,12,0,Education,1
L01514,548,14.18,41.25,0.368,0.3,14,0,Car,0
L01515,731,28.67,19.06,0.234,5.5,3,1,Home,0
L01516,608,12.78,36.01,0.322,7.2,1,0,Personal,1
L01517,609,53.34,7.51,0.398,13.3,9,0,Car,0
L01518,568,33.71,49.06,0.29,0.1,6,0,Car,0
L01519,646,32.17,37.62,0.434,5.2,3,0,Education,0
L01520,655,50.12,69.85,0.209,3.5,7,1,Car,0
L01521,602,14.82,28.84,0.158,0.1,5,0,Home,1
L01522,772,31.77,33.9,0.337,13.3,12,1,Car,0
L01523,641,22.18,34.33,0.179,5.0,9,0,Education,0
L01524,587,46.37,68.24,0.393,0.8,3,1,Home,0
L01525,731,25.37,29.68,0.693,2.6,1,0,Education,0
L01526,657,13.13,44.03,0.304,0.8,4,2,Home,0
L01527,685,25.16,14.13,0.581,10.6,3,0,Personal,0
L01528,620,3.52,59.35,0.039,5.4,10,0,Home,1
L01529,669,33.31,22.86,0.503,12.5,11,2,Home,0
L01530,711,17.18,44.83,0.328,4.4,11,2,Home,1
L01531,503,14.44,48.54,0.181,2.7,6,1,Home,0
L01532,640,42.84,32.8,0.084,6.5,9,1,Personal,0
L01533,596,45.45,60.5,0.453,9.7,12,1,Education,0
L01534,494,14.41,23.32,0.183,8.5,2,0,Home,0
L01535,785,17.36,13.87,0.482,0.0,5,1,Home,0
L01536,637,17.53,32.12,0.262,8.7,8,0,Education,0
L01537,766,9.16,41.45,0.173,4.7,4,0,Home,0
L01538,610,14.69,37.01,0.489,0.8,1,0,Home,0
L01539,711,12.34,21.79,0.516,2.0,11,0,Education,0
L01540,627,14.65,11.22,0.301,2.2,5,0,Home,0
L01541,614,25.51,14.56,0.082,0.2,11,1,Education,0
L01542,504,9.35,21.41,0.268,7.0,2,0,Personal,1
L01543,691,11.71,44.09,0.111,3.9,5,0,Personal,1
L01544,685,20.8,13.13,0.367,1.2,13,0,Home,0
L01545,606,6.71,15.22,0.236,5.7,2,1,Car,0
L01546,649,16.0,16.07,0.418,12.0,3,3,Personal,0
L01547,735,36.81,32.02,0.234,16.4,8,0,Car,0
L01548,648,15.12,67.46,0.255,6.0,13,1,Home,1
L01549,725,11.26,6.51,0.084,8.0,2,0,Personal,0
L01550,473,20.6,43.18,0.421,0.3,10,1,Education,1
L01551,644,14.32,19.99,0.445,3.2,12,1,Education,0
L01552,648,9.44,60.48,0.385,0.5,11,1,Home,1
L01553,623,12.63,51.85,0.216,4.5,14,2,Home,0
L01554,666,26.54,18.83,0.194,2.3,6,3,Education,0
L01555,602,34.39,77.99,0.188,6.4,2,0,Home,0
L01556,664,8.82,38.47,0.436,1.1,6,1,Personal,0
L01557,679,16.65,51.2,0.319,2.7,3,3,Home,0
L01558,711,18.83,6.92,0.438,0.7,3,0,Personal,0
L01559,779,17.28,48.01,0.102,4.5,14,0,Home,0
L01560,594,20.73,71.21,0.457,0.8,7,0,Personal,0
L01561,766,21.04,54.57,0.416,1.8,5,0,Car,0
L01562,513,10.76,21.85,0.235,4.0,8,1,Home,0
L01563,575,33.06,33.97,0.256,0.1,13,2,Car,1
L01564,702,12.87,37.5,0.337,0.9,9,1,Personal,1
L01565,826,24.35,54.77,0.341,19.4,6,4,Personal,0
L01566,614,49.36,36.92,0.192,1.1,8,1,Education,0
L01567,621,27.63,53.66,0.352,3.9,1,0,Car,0
L01568,684,28.18,74.51,0.283,0.3,13,0,Home,0
L01569,686,23.61,60.95,0.541,0.2,7,2,Car,0
L01570,630,21.01,50.33,0.066,0.9,8,1,Car,0
L01571,628,33.44,10.44,0.097,1.3,2,0,Home,0
L01572,553,13.35,59.64,0.28,0.9,2,2,Car,1
L01573,699,9.43,78.63,0.224,3.7,9,0,Personal,1
L01574,672,12.23,5.54,0.499,0.5,7,1,Car,0
L01575,549,14.43,20.32,0.1,5.4,7,1,Personal,0
L01576,636,8.05,71.21,0.183,1.2,9,1,Personal,0
L01577,739,15.15,58.12,0.107,1.6,3,1,Home,0
L01578,764,32.05,40.7,0.197,0.4,8,0,Education,0
L01579,771,10.3,57.43,0.234,4.1,13,1,Home,0
L01580,696,34.63,5.31,0.203,11.2,5,0,Car,0
L01581,727,20.81,41.11,0.179,3.9,4,2,Car,0
L01582,652,12.41,79.56,0.667,2.6,9,0,Personal,1
L01583,586,21.45,36.02,0.604,3.8,2,2,Car,1
L01584,726,19.43,43.85,0.255,10.0,4,3,Home,0
L01585,529,20.95,28.57,0.03,2.1,3,1,Education,0
L01586,647,9.19,27.13,0.267,0.3,1,2,Home,1
L01587,661,22.44,75.87,0.311,4.9,2,1,Education,1
L01588,673,21.94,75.48,0.267,11.8,9,1,Personal,1
L01589,602,27.56,69.17,0.306,0.1,9,1,Home,1
L01590,644,10.71,72.24,0.028,3.2,6,2,Car,0
L01591,773,9.46,11.82,0.267,1.4,1,1,Personal,0
L01592,760,10.92,74.21,0.304,2.5,4,1,Home,0
L01593,716,7.24,51.21,0.234,2.5,9,1,Car,0
L01594,620,32.35,43.6,0.037,0.9,5,0,Personal,0
L01595,720,18.72,64.62,0.226,7.4,1,0,Car,0
L01596,695,40.29,17.06,0.35,1.9,10,1,Home,0
L01597,747,27.7,59.02,0.028,1.0,11,2,Car,0
L01598,532,15.49,8.96,0.114,2.6,14,3,Home,1
L01599,574,7.55,21.95,0.601,7.8,8,0,Home,0
L01600,688,27.47,18.64,0.187,3.7,12,0,Personal,0
L01601,619,28.12,31.81,0.275,3.6,5,0,Car,0
L01602,547,23.37,11.02,0.373,2.2,3,0,Personal,0
L01603,710,27.79,56.12,0.252,2.0,13,0,Education,0
L01604,679,50.11,66.03,0.657,3.7,14,1,Car,1
L01605,491,35.7,64.96,0.024,7.8,6,1,Personal,0
L01606,728,13.49,19.68,0.225,3.8,10,1,Car,0
L01607,701,36.01,64.12,0.599,9.0,5,2,Home,0
L01608,634,13.28,62.06,0.397,0.1,12,1,Home,1
L01609,648,14.79,9.14,0.138,0.4,14,3,Car,1
L01610,752,18.43,66.42,0.351,1.5,1,1,Personal,0
L01611,608,40.03,72.04,0.061,9.3,1,1,Home,0
L01612,653,25.24,36.98,0.367,1.1,9,0,Personal,0
L01613,720,15.91,20.46,0.313,0.4,4,2,Home,1
L01614,689,56.29,78.6,0.24,4.0,9,1,Home,0
L01615,722,30.75,71.37,0.188,2.1,10,1,Home,0
L01616,761,17.49,54.18,0.425,2.9,2,0,Car,0
L01617,600,31.1,78.36,0.56,2.1,5,1,Home,1
L01618,708,23.63,10.93,0.212,0.8,11,0,Education,0
L01619,673,20.6,6.78,0.337,2.3,5,0,Home,0
L01620,713,13.85,42.68,0.436,9.6,1,2,Home,0
L01621,723,26.25,23.75,0.377,4.8,10,1,Personal,0
L01622,549,28.23,39.22,0.494,8.0,4,0,Car,0
L01623,556,53.66,41.34,0.207,1.9,1,0,Home,0
L01624,755,11.41,72.76,0.126,8.8,7,0,Home,0
L01625,662,21.77,8.29,0.325,2.9,14,0,Home,0
L01626,661,33.5,54.56,0.219,0.5,1,1,Personal,0
L01627,646,32.01,61.11,0.293,5.3,2,1,Education,1
L01628,711,11.01,44.03,0.079,0.8,11,0,Home,1
L01629,676,20.63,25.68,0.418,2.2,12,0,Car,0
L01630,623,33.19,49.06,0.438,0.9,7,2,Personal,0
L01631,848,21.52,65.98,0.19,7.9,10,1,Home,0
L01632,620,47.05,39.49,0.261,4.3,7,0,Car,0
L01633,739,13.36,13.33,0.127,1.7,12,1,Home,0
L01634,675,12.76,76.42,0.246,0.6,10,0,Home,0
L01635,669,30.17,64.73,0.55,9.8,11,0,Personal,0
L01636,758,27.89,25.75,0.414,1.0,13,1,Home,0
L01637,615,20.67,64.63,0.341,30.0,2,1,Home,0
L01638,714,27.03,58.81,0.449,3.1,13,1,Personal,0
L01639,769,17.29,6.02,0.205,1.0,5,1,Personal,0
L01640,643,23.66,19.39,0.422,1.8,2,0,Personal,0
L01641,559,9.26,64.25,0.375,2.2,7,1,Car,1
L01642,620,43.28,45.18,0.269,1.7,5,0,Home,0
L01643,673,11.53,37.87,0.299,4.0,2,1,Car,1
L01644,629,25.98,70.76,0.132,1.8,4,1,Education,0
L01645,704,16.78,64.23,0.437,2.2,5,1,Personal,0
L01646,535,19.04,29.99,0.449,1.4,1,0,Car,1
L01647,527,53.13,49.97,0.143,1.2,7,0,Car,1
L01648,576,61.53,40.26,0.23,11.0,4,1,Personal,0
L01649,680,15.39,76.36,0.354,1.0,10,0,Personal,0
L01650,663,17.71,62.49,0.086,4.2,3,0,Education,0
L01651,636,37.2,45.26,0.359,2.5,8,2,Home,0
L01652,568,13.65,76.2,0.179,1.8,7,0,Car,0
L01653,596,6.66,79.9,0.268,0.5,2,0,Home,1
L01654,673,13.92,22.3,0.345,1.3,8,1,Personal,1
L01655,689,14.41,24.24,0.163,3.2,8,0,Home,0
L01656,653,57.03,70.04,0.425,4.3,3,0,Home,0
L01657,695,11.05,24.38,0.095,6.7,3,1,Education,0
L01658,537,32.87,12.23,0.313,2.0,3,2,Home,1
L01659,707,16.72,34.91,0.435,4.9,10,0,Car,0
L01660,559,56.08,25.69,0.132,0.8,1,1,Home,0
L01661,664,40.15,60.43,0.382,3.2,10,1,Car,0
L01662,491,37.68,22.55,0.43,3.9,10,1,Education,0
L01663,698,25.2,34.76,0.491,6.9,13,1,Car,0
L01664,555,15.42,32.42,0.385,9.2,13,3,Home,0
L01665,757,7.34,35.36,0.07,4.9,3,2,Car,1
L01666,616,31.7,31.7,0.158,3.5,9,2,Education,0
L01667,740,24.73,60.39,0.166,4.8,11,2,Car,0
L01668,759,30.19,42.83,0.494,2.5,3,0,Car,1
L01669,496,48.93,42.05,0.242,0.4,9,2,Home,0
L01670,709,14.31,32.84,0.156,1.6,11,1,Personal,0
L01671,561,23.95,75.15,0.548,2.7,9,0,Personal,1
L01672,631,16.62,54.71,0.18,9.6,7,1,Education,0
L01673,525,20.83,13.86,0.319,2.1,3,1,Car,1
L01674,753,24.92,20.2,0.635,10.8,10,1,Car,0
L01675,812,12.28,45.07,0.034,2.6,9,1,Home,0
L01676,710,18.57,57.77,0.339,2.6,10,0,Home,0
L01677,634,13.87,57.29,0.126,14.9,7,0,Car,0
L01678,652,21.02,51.9,0.213,15.0,5,1,Personal,0
L01679,625,43.3,22.3,0.426,1.2,1,1,Personal,0
L01680,534,13.45,70.32,0.114,1.5,6,1,Car,0
L01681,601,26.45,41.82,0.167,6.1,13,1,Car,0
L01682,727,41.44,30.64,0.414,1.5,9,3,Home,0
L01683,623,22.18,70.7,0.071,0.2,6,0,Home,0
L01684,622,9.27,19.3,0.302,0.8,6,0,Home,1
L01685,539,23.42,13.82,0.283,10.0,12,1,Home,0
L01686,677,18.22,55.93,0.298,3.4,8,2,Car,0
L01687,697,6.95,55.87,0.038,1.5,1,0,Car,0
L01688,430,19.93,58.3,0.396,3.1,6,0,Car,1
L01689,673,22.8,20.94,0.533,0.3,5,2,Personal,0
L01690,648,22.84,46.89,0.429,4.7,7,1,Education,0
L01691,657,20.55,34.14,0.138,0.9,9,0,Car,1
L01692,608,13.75,25.33,0.014,6.3,10,0,Car,0
L01693,614,33.17,27.99,0.334,1.2,7,0,Car,0
L01694,593,16.66,56.48,0.348,0.8,2,1,Car,0
L01695,583,27.81,35.01,0.357,3.6,2,1,Personal,0
L01696,653,22.36,38.81,0.271,2.6,6,2,Home,0
L01697,548,13.01,70.92,0.755,12.3,1,0,Home,1
L01698,588,39.5,23.04,0.696,0.1,14,0,Home,0
L01699,745,39.72,73.24,0.519,0.2,2,1,Car,0
L01700,653,23.38,21.88,0.268,8.7,13,2,Home,0
L01701,617,52.03,73.66,0.315,1.4,2,1,Education,0
L01702,790,54.17,33.88,0.431,3.2,11,0,Education,0
L01703,653,23.01,40.31,0.14,14.9,7,1,Car,0
L01704,577,23.22,42.69,0.135,6.2,3,0,Education,0
L01705,637,23.22,23.56,0.414,1.6,11,0,Car,0
L01706,676,18.5,54.31,0.522,1.7,1,0,Personal,1
L01707,645,18.17,42.04,0.784,7.3,11,1,Home,0
L01708,663,52.95,36.55,0.397,2.8,3,0,Home,0
L01709,586,12.0,35.65,0.453,8.1,11,3,Home,0
L01710,722,19.45,18.46,0.193,4.7,1,1,Home,0
L01711,507,18.35,19.3,0.055,0.9,13,0,Home,0
L01712,605,11.16,37.19,0.243,1.2,5,3,Personal,1
L01713,579,13.0,34.5,0.509,0.6,5,0,Personal,0
L01714,694,32.77,40.89,0.294,1.2,11,1,Education,0
L01715,757,24.07,49.58,0.054,0.4,13,1,Education,0
L01716,738,14.19,44.86,0.073,10.6,2,2,Home,0
L01717,636,18.29,41.12,0.172,0.3,2,1,Education,0
L01718,774,29.29,14.99,0.195,14.8,4,2,Home,0
L01719,642,49.51,53.4,0.483,3.5,14,1,Car,0
L01720,625,12.74,29.88,0.347,2.1,8,0,Car,0
L01721,669,10.0,10.19,0.602,5.0,9,0,Education,0
L01722,713,33.19,13.27,0.429,1.7,12,1,Car,0
L01723,596,14.74,47.3,0.188,0.0,8,0,Home,1
L01724,703,32.1,31.29,0.178,1.3,1,0,Personal,0
L01725,605,12.31,45.61,0.508,1.4,1,1,Home,1
L01726,594,10.82,42.39,0.026,3.4,9,1,Home,0
L01727,651,13.67,23.89,0.129,0.2,8,1,Car,0
L01728,498,39.67,9.42,0.276,7.3,5,1,Personal,0
L01729,530,50.5,38.21,0.669,4.2,10,3,Car,0
L01730,522,25.0,16.36,0.16,1.2,4,1,Personal,0
L01731,502,14.88,12.27,0.289,6.6,7,2,Car,0
L01732,752,26.39,47.44,0.053,1.5,3,0,Home,0
L01733,714,34.07,56.21,0.213,0.6,9,1,Car,0
L01734,693,16.81,50.11,0.319,1.9,10,1,Car,0
L01735,649,20.27,36.88,0.156,2.8,13,0,Home,0
L01736,679,29.68,52.25,0.258,3.7,5,1,Car,0
L01737,691,27.6,78.53,0.314,3.3,6,0,Car,0
L01738,584,19.82,33.97,0.498,0.3,1,1,Personal,1
L01739,668,37.45,6.55,0.222,0.2,4,1,Education,0
L01740,470,19.0,73.32,0.404,2.9,3,1,Home,1
L01741,750,19.43,49.93,0.21,3.7,5,0,Personal,0
L01742,656,64.53,11.49,0.135,0.9,11,2,Home,0
L01743,623,22.33,11.74,0.313,1.2,10,0,Education,0
L01744,594,25.1,71.87,0.369,1.8,8,1,Personal,1
L01745,450,21.72,40.65,0.194,4.6,8,0,Education,0
L01746,610,57.33,42.9,0.36,4.2,3,1,Car,0
L01747,697,11.46,57.38,0.136,6.0,7,1,Home,0
L01748,674,29.89,76.73,0.165,1.0,6,2,Personal,0
L01749,531,26.42,25.74,0.321,1.2,13,0,Personal,1
L01750,686,9.9,9.75,0.227,0.3,13,3,Education,0
L01751,761,14.56,11.56,0.219,3.2,1,1,Personal,0
L01752,717,18.89,49.56,0.053,2.5,13,1,Education,0
L01753,755,17.33,55.08,0.42,1.3,4,1,Home,1
L01754,708,15.46,26.66,0.164,9.7,14,0,Home,0
L01755,727,16.62,6.71,0.066,1.9,14,3,Personal,0
L01756,553,73.46,11.76,0.12,0.9,10,1,Education,0
L01757,594,19.88,16.92,0.365,3.9,2,0,Car,1
L01758,494,17.81,38.02,0.549,16.3,13,0,Personal,0
L01759,718,14.58,16.83,0.39,1.9,8,0,Car,0
L01760,673,8.73,62.47,0.244,1.2,4,3,Home,0
L01761,672,34.3,56.48,0.252,2.1,3,2,Car,0
L01762,606,27.1,14.64,0.376,5.1,1,1,Home,1
L01763,684,12.97,48.59,0.57,0.3,6,1,Car,0
L01764,576,16.56,13.87,0.286,4.5,8,1,Home,0
L01765,613,10.02,42.48,0.302,3.9,1,0,Education,0
L01766,520,10.59,11.34,0.144,2.2,4,0,Education,1
L01767,635,10.56,73.65,0.212,4.2,2,1,Personal,0
L01768,564,31.62,21.37,0.487,1.3,9,0,Home,0
L01769,678,9.34,70.29,0.363,2.1,2,1,Car,0
L01770,746,21.03,79.83,0.183,12.5,5,1,Personal,0
L01771,533,11.65,71.86,0.226,7.4,10,0,Home,1
L01772,588,7.57,31.22,0.263,8.6,12,1,Personal,1
L01773,666,29.29,45.01,0.302,0.6,4,0,Car,0
L01774,603,32.73,49.22,0.357,3.3,12,1,Education,0
L01775,676,42.99,21.32,0.477,0.5,10,1,Personal,1
L01776,656,16.72,52.34,0.397,7.0,14,0,Car,0
L01777,557,14.11,74.09,0.386,6.7,3,1,Personal,1
L01778,697,23.3,28.72,0.177,0.1,13,2,Home,0
L01779,545,21.72,60.22,0.235,10.1,5,1,Car,0
L01780,850,45.84,6.38,0.486,7.4,2,2,Car,0
L01781,680,27.51,25.96,0.453,7.4,3,1,Home,0
L01782,651,9.79,71.66,0.277,1.3,11,1,Home,0
