property_id,city,area_sqft,bedrooms,bathrooms,total_rooms,year_built,age_years,overall_quality,location_score,floor,has_parking,has_gym,price_lakhs
P1051,Bangalore,1425,2,1,3,2004,20,7,6.3,2,1,0,1.4
P1052,Mumbai,2037,3,2,5,2009,15,9,5.2,22,1,0,2.21
P1053,Bangalore,2096,4,3,7,2022,2,9,6.2,6,1,0,2.33
P1054,Bangalore,1956,4,3,7,1997,27,5,9.4,9,1,0,1.46
P1055,Bangalore,1470,2,1,3,1988,36,3,8.5,12,1,0,0.87
P1056,Mumbai,1397,4,3,7,1998,26,6,3.9,3,1,0,0.97
P1057,Hyderabad,1785,3,2,5,2017,7,3,3.1,17,1,0,0.91
P1058,Delhi,2504,3,2,5,2012,12,9,3.4,10,0,1,2.27
P1059,Hyderabad,2126,2,2,4,2021,3,4,5.5,24,0,0,1.49
P1060,Mumbai,1578,4,3,7,1992,32,4,7.7,3,1,0,1.11
P1061,Mumbai,2263,2,1,3,2018,6,5,5.5,23,0,0,1.87
P1062,Mumbai,500,3,2,5,1989,35,5,1.6,13,1,0,0.48
P1063,Chennai,2489,3,2,5,1989,35,8,7.5,17,1,1,2.03
P1064,Delhi,756,4,3,7,2015,9,6,8.3,7,1,1,1.62
P1065,Chennai,1583,3,2,5,1993,31,4,3.6,9,1,1,0.98
P1066,Chennai,1128,4,3,7,2016,8,4,7.0,4,0,1,1.15
P1067,Bangalore,1023,3,2,5,2017,7,6,4.8,22,1,0,1.09
P1068,Bangalore,2496,3,2,5,1987,37,3,9.0,6,0,0,1.28
P1069,Chennai,1519,3,2,5,2014,10,7,8.6,11,1,0,1.46
P1070,Chennai,2008,4,2,6,1996,28,6,5.7,24,1,1,1.53
P1071,Delhi,1772,4,3,7,2013,11,7,7.2,2,0,1,2.01
P1072,Chennai,2086,1,1,2,1987,37,9,9.0,3,1,0,1.7
P1073,Hyderabad,1846,3,2,5,2010,14,9,5.5,9,1,0,1.77
P1074,Delhi,1030,2,2,4,2014,10,9,3.8,3,1,1,1.47
P1075,Hyderabad,2398,3,2,5,1993,31,4,7.8,14,1,0,1.5
P1076,Mumbai,1504,3,2,5,2010,14,3,3.0,9,1,1,1.0
P1077,Delhi,866,3,2,5,1986,38,5,4.5,20,1,0,0.66
P1078,Mumbai,1543,3,2,5,1987,37,8,8.8,21,1,0,1.41
P1079,Mumbai,2700,3,2,5,1988,36,10,7.5,15,1,0,2.66
P1080,Chennai,2310,3,2,5,2009,15,8,4.6,14,1,0,2.11
P1081,Hyderabad,1591,4,3,7,1997,27,3,2.9,18,1,0,0.81
P1082,Chennai,1590,3,3,6,2023,1,9,4.2,19,1,0,1.88
P1083,Hyderabad,1607,2,1,3,2019,5,6,3.6,18,1,1,1.3
P1084,Mumbai,3046,4,2,6,2007,17,1,2.6,17,1,0,1.57
P1085,Mumbai,2029,3,3,6,1993,31,6,7.7,11,1,1,1.68
P1086,Bangalore,2058,3,2,5,1986,38,2,3.3,24,1,0,0.8
P1087,Chennai,2418,3,3,6,2015,9,6,5.1,15,1,1,2.14
P1088,Mumbai,1943,3,2,5,1986,38,5,4.5,0,1,0,1.04
P1089,Hyderabad,1645,2,2,4,2016,8,6,9.8,15,1,0,1.82
P1090,Bangalore,1682,3,2,5,2002,22,7,4.5,1,1,0,1.38
P1091,Hyderabad,1757,5,4,9,1997,27,8,1.7,23,1,0,1.16
P1092,Delhi,1778,3,3,6,1989,35,7,1.8,14,1,1,1.0
P1093,Delhi,2237,3,2,5,1994,30,6,6.3,6,1,0,1.37
P1094,Chennai,1831,3,2,5,2009,15,8,6.4,0,1,0,1.89
P1095,Chennai,2240,2,1,3,2018,6,9,4.8,4,1,1,2.53
P1096,Mumbai,1752,3,2,5,2021,3,3,4.9,9,1,0,1.35
P1097,Hyderabad,1847,4,2,6,2014,10,6,1.5,21,0,1,1.15
P1098,Hyderabad,601,2,1,3,1991,33,5,5.6,20,0,0,0.62
P1099,Mumbai,2350,3,2,5,1990,34,2,5.5,3,0,1,1.05
P1100,Mumbai,2008,3,2,5,1987,37,7,2.3,13,0,0,1.04
P1101,Bangalore,2399,3,2,5,1997,27,8,1.9,12,1,1,1.72
P1102,Delhi,500,5,4,9,1987,37,4,2.1,0,1,0,0.51
P1103,Chennai,3053,2,1,3,2010,14,8,1.9,15,1,0,2.76
P1104,Mumbai,1716,3,2,5,2008,16,8,6.5,22,1,0,1.94
P1105,Bangalore,2465,2,1,3,1990,34,9,2.8,8,1,0,1.87
P1106,Bangalore,1176,5,4,9,1996,28,4,3.3,21,0,0,0.76
P1107,Mumbai,2168,2,1,3,2020,4,9,2.6,15,0,0,1.95
P1108,Bangalore,1168,3,2,5,1986,38,5,9.6,18,1,0,0.98
P1109,Mumbai,1426,4,3,7,1995,29,6,8.7,14,1,1,1.33
P1110,Mumbai,2948,4,3,7,2023,1,2,3.1,13,1,0,1.8
P1111,Bangalore,1686,3,2,5,2018,6,2,3.9,19,0,1,1.0
P1112,Hyderabad,1930,3,2,5,2010,14,7,2.9,9,0,0,1.29
P1113,Mumbai,2322,3,2,5,2002,22,6,5.4,20,0,0,1.63
P1114,Delhi,2097,3,2,5,2005,19,4,1.2,11,1,1,1.24
P1115,Delhi,1890,2,2,4,2020,4,4,7.0,0,1,1,1.59
P1116,Delhi,2019,3,2,5,2006,18,7,5.7,20,1,0,1.71
P1117,Delhi,3242,3,2,5,2014,10,1,9.1,16,1,0,2.26
P1118,Chennai,1765,3,3,6,2014,10,8,2.5,8,0,0,1.25
P1119,Mumbai,1921,3,2,5,1992,32,3,8.2,22,0,0,1.03
P1120,Hyderabad,2430,5,4,9,2018,6,4,8.1,18,1,0,2.21
P1121,Mumbai,2463,3,2,5,1993,31,5,2.1,24,1,0,1.41
P1122,Hyderabad,2512,2,2,4,2004,20,6,4.6,17,1,0,1.56
P1123,Hyderabad,2183,2,2,4,2009,15,5,2.5,6,0,0,1.29
P1124,Bangalore,1114,5,4,9,2003,21,5,3.3,8,1,1,0.83
P1125,Mumbai,2780,3,2,5,1989,35,9,3.4,21,1,1,2.15
P1126,Bangalore,1112,2,1,3,1995,29,7,6.0,20,1,0,1.07
P1127,Bangalore,1982,3,3,6,1999,25,2,4.7,11,1,0,1.07
P1128,Hyderabad,1347,3,2,5,1992,32,6,9.5,6,0,0,1.1
P1129,Bangalore,1762,3,2,5,2003,21,8,2.1,13,1,1,1.34
P1130,Delhi,1997,3,3,6,2007,17,5,9.8,14,1,0,1.68
P1131,Chennai,1993,1,1,2,2011,13,3,3.1,14,1,0,1.15
P1132,Hyderabad,2053,5,3,8,2016,8,7,8.0,5,1,0,2.08
P1133,Bangalore,2768,3,2,5,2010,14,7,4.1,20,0,0,1.99
P1134,Hyderabad,2072,3,3,6,2011,13,6,2.3,13,1,0,1.56
P1135,Bangalore,1654,4,3,7,2003,21,2,8.7,1,1,1,1.24
P1136,Chennai,2378,3,2,5,2013,11,3,3.8,7,0,0,1.44
P1137,Chennai,2514,3,2,5,2023,1,7,6.9,12,1,0,2.47
P1138,Chennai,1063,3,2,5,2017,7,4,6.1,22,1,0,1.0
P1139,Delhi,2158,3,2,5,2003,21,6,5.2,5,1,0,1.64
P1140,Bangalore,2221,4,3,7,2021,3,6,5.5,4,1,0,2.39
P1141,Bangalore,1621,5,3,8,2003,21,5,7.6,4,0,0,1.14
P1142,Delhi,2625,2,1,3,2017,7,9,1.8,24,0,0,2.24
P1143,Delhi,1710,2,2,4,2000,24,8,7.0,0,1,1,1.97
P1144,Chennai,1875,5,4,9,2007,17,7,9.1,8,1,1,2.04
P1145,Bangalore,1696,4,3,7,1991,33,3,1.5,5,1,0,0.82
P1146,Mumbai,1809,4,2,6,2010,14,3,2.3,19,1,1,1.33
P1147,Chennai,1142,2,2,4,2016,8,6,7.4,6,1,1,1.46
P1148,Hyderabad,936,3,2,5,1996,28,4,4.9,8,0,0,0.7
P1149,Delhi,2757,4,3,7,1992,32,10,4.6,4,1,0,2.55
P1150,Mumbai,1292,3,3,6,1989,35,4,2.2,13,1,0,0.68
P1151,Hyderabad,1205,3,2,5,2012,12,6,5.6,4,1,0,1.08
P1152,Hyderabad,508,1,1,2,1989,35,5,2.1,7,1,1,0.58
P1153,Mumbai,1417,3,2,5,2010,14,7,5.3,6,0,0,1.26
P1154,Mumbai,1006,3,2,5,1989,35,3,7.9,12,1,0,0.87
P1155,Delhi,2785,3,2,5,2006,18,6,3.3,12,1,0,2.0
P1156,Chennai,2406,5,3,8,1999,25,5,5.3,7,0,0,1.49
P1157,Mumbai,1387,3,2,5,1997,27,8,9.9,10,1,0,1.53
P1158,Bangalore,3151,4,2,6,2012,12,2,7.2,17,1,0,2.31
P1159,Delhi,2389,2,1,3,2017,7,9,8.6,24,1,0,2.63
P1160,Hyderabad,1605,3,2,5,2007,17,8,4.7,18,0,1,1.33
P1161,Delhi,500,5,4,9,2017,7,5,7.9,5,0,1,1.05
P1162,Bangalore,3175,2,1,3,2002,22,8,1.4,21,1,1,2.35
P1163,Hyderabad,966,1,1,2,2014,10,2,2.1,1,1,1,0.71
P1164,Delhi,813,3,2,5,2010,14,9,2.8,12,0,1,1.12
P1165,Delhi,2414,2,1,3,2000,24,6,4.6,22,1,0,1.88
P1166,Chennai,3264,4,3,7,1997,27,5,8.6,24,1,0,2.11
P1167,Delhi,2631,4,3,7,2023,1,5,4.1,10,0,0,2.17
P1168,Chennai,2138,3,2,5,2017,7,2,6.9,0,1,0,1.6
P1169,Mumbai,2157,3,2,5,2010,14,10,7.4,23,1,0,2.67
P1170,Mumbai,2312,3,3,6,1985,39,2,6.3,1,0,1,0.99
P1171,Hyderabad,2255,4,3,7,2022,2,7,4.2,16,1,0,2.09
P1172,Bangalore,1969,1,1,2,1986,38,6,6.2,7,1,0,1.2
P1173,Chennai,1863,3,3,6,1990,34,9,4.1,1,1,0,1.46
P1174,Mumbai,1762,3,2,5,2022,2,4,1.8,5,1,0,1.33
P1175,Mumbai,1348,3,2,5,2008,16,6,9.9,21,1,1,1.52
P1176,Chennai,1632,2,1,3,2002,22,6,2.1,4,1,0,0.99
P1177,Delhi,784,4,3,7,2011,13,7,1.7,15,1,0,0.85
P1178,Delhi,1741,2,1,3,1992,32,2,8.9,7,0,0,0.96
P1179,Mumbai,1207,2,1,3,2012,12,4,3.7,18,1,1,1.14
P1180,Delhi,1138,4,3,7,1994,30,4,6.9,15,0,0,0.74
P1181,Chennai,1908,4,3,7,2001,23,7,4.0,12,0,0,1.35
P1182,Chennai,2635,1,1,2,2013,11,4,4.5,19,0,1,1.55
P1183,Chennai,2351,2,1,3,1990,34,6,3.4,6,1,0,1.39
P1184,Chennai,858,2,2,4,1998,26,4,4.1,15,0,0,0.62
P1185,Bangalore,1206,3,3,6,2006,18,8,4.7,22,1,0,1.25
P1186,Bangalore,2364,2,2,4,1990,34,9,7.5,15,1,1,2.47
P1187,Chennai,1211,2,1,3,2010,14,6,5.6,11,1,0,1.36
P1188,Mumbai,1665,3,2,5,2023,1,5,9.5,13,0,0,1.54
P1189,Mumbai,2130,4,4,8,1996,28,4,1.4,23,1,0,1.12
P1190,Hyderabad,1219,3,2,5,2019,5,2,5.5,17,1,0,0.98
P1191,Mumbai,1863,3,2,5,1998,26,4,6.3,17,0,0,1.2
P1192,Mumbai,1000,2,1,3,2006,18,7,9.3,15,0,0,1.16
P1193,Bangalore,1439,5,4,9,2007,17,6,1.4,19,1,0,0.95
P1194,Chennai,1992,4,3,7,1991,33,9,6.2,15,1,0,1.59
P1195,Bangalore,844,4,2,6,2009,15,5,8.7,12,1,0,1.14
P1196,Delhi,2064,4,2,6,1997,27,7,3.2,8,1,0,1.34
P1197,Hyderabad,1788,5,4,9,2005,19,6,8.9,8,1,0,1.62
P1198,Chennai,2131,3,3,6,1994,30,6,1.2,12,1,0,1.2
P1199,Chennai,1934,2,1,3,1993,31,4,7.6,3,1,0,1.42
P1200,Mumbai,2618,3,3,6,1999,25,6,9.4,8,0,1,2.4
P1201,Mumbai,1875,4,3,7,1986,38,6,6.9,14,1,0,1.41
P1202,Delhi,1542,4,3,7,2009,15,7,5.0,13,1,0,1.43
P1203,Mumbai,1873,3,2,5,1997,27,9,1.4,18,0,0,1.22
P1204,Mumbai,2126,2,2,4,2018,6,5,9.3,11,1,0,2.17
P1205,Mumbai,1829,3,3,6,2018,6,2,5.2,20,1,1,1.34
P1206,Bangalore,1824,5,3,8,2019,5,6,1.3,24,0,0,1.15
P1207,Chennai,1379,3,3,6,2022,2,6,7.2,5,1,0,1.68
P1208,Chennai,1402,3,2,5,1987,37,4,5.3,2,1,0,0.91
P1209,Mumbai,958,3,2,5,1990,34,7,2.1,24,1,0,0.82
P1210,Delhi,2850,3,2,5,2003,21,10,2.9,21,1,0,2.85
P1211,Mumbai,1054,4,3,7,1987,37,9,1.6,19,1,0,1.03
P1212,Delhi,1384,3,2,5,2002,22,4,6.2,15,0,1,0.93
P1213,Delhi,1369,4,3,7,2023,1,8,6.6,19,1,1,1.74
P1214,Bangalore,2337,3,2,5,1993,31,7,5.6,23,1,0,1.62
P1215,Hyderabad,1623,3,2,5,1996,28,6,8.4,22,1,0,1.38
P1216,Chennai,2549,2,2,4,1989,35,6,8.7,16,0,1,1.59
P1217,Bangalore,1396,4,3,7,1987,37,8,6.5,15,0,0,1.24
P1218,Hyderabad,1967,3,3,6,1995,29,6,1.1,5,1,0,1.26
P1219,Chennai,1299,3,2,5,2014,10,5,7.3,7,0,1,1.25
P1220,Chennai,3087,3,2,5,1988,36,6,4.8,18,0,0,1.54
P1221,Bangalore,1087,5,4,9,1989,35,6,6.1,24,1,0,0.96
P1222,Bangalore,1986,2,1,3,1985,39,4,6.8,1,1,0,1.03
P1223,Chennai,2180,4,2,6,2011,13,9,4.2,13,1,0,2.28
P1224,Mumbai,2048,3,2,5,2012,12,7,9.3,21,0,1,2.22
P1225,Chennai,1689,3,2,5,2013,11,7,2.2,11,0,0,1.3
P1226,Hyderabad,1722,1,1,2,2002,22,3,7.0,16,0,1,1.16
P1227,Chennai,1826,3,2,5,1996,28,7,1.0,14,1,0,1.14
P1228,Mumbai,1712,3,2,5,1997,27,3,9.3,17,1,0,1.44
P1229,Delhi,2378,2,2,4,1986,38,3,2.0,15,0,0,0.88
P1230,Chennai,3126,3,2,5,2021,3,6,1.9,12,0,0,2.09
P1231,Hyderabad,1466,5,3,8,2000,24,5,4.0,20,1,0,0.84
P1232,Delhi,978,2,2,4,2008,16,6,4.4,16,0,0,0.77
P1233,Chennai,1747,4,3,7,2019,5,3,2.9,7,1,1,1.25
P1234,Hyderabad,3348,3,2,5,2006,18,6,6.3,0,0,1,2.62
P1235,Mumbai,1318,3,2,5,2020,4,4,5.0,24,1,0,1.15
P1236,Chennai,2783,3,3,6,1995,29,10,1.3,2,1,0,1.87
P1237,Delhi,2807,2,2,4,2013,11,6,3.9,15,0,1,2.25
P1238,Bangalore,1468,2,1,3,2019,5,7,8.3,1,1,0,1.72
P1239,Bangalore,2141,2,1,3,1999,25,5,7.2,14,0,0,1.59
P1240,Bangalore,2777,2,2,4,2015,9,3,7.5,0,1,1,2.68
P1241,Chennai,1573,3,2,5,2000,24,10,7.3,8,0,0,1.52
P1242,Delhi,1678,4,4,8,1994,30,5,3.8,15,0,0,0.98
P1243,Hyderabad,1451,4,3,7,2016,8,6,1.9,3,1,0,1.21
P1244,Chennai,1191,3,2,5,1986,38,7,3.5,11,1,0,0.79
P1245,Chennai,1410,2,1,3,2008,16,2,8.5,0,1,0,0.97
P1246,Delhi,1066,3,2,5,2007,17,8,9.8,0,1,0,1.6
P1247,Mumbai,1820,3,3,6,1986,38,6,5.4,6,1,1,1.16
P1248,Bangalore,1338,2,1,3,2022,2,5,1.1,17,0,0,1.07
P1249,Hyderabad,1940,3,2,5,2015,9,2,2.3,22,0,0,0.92
P1250,Mumbai,866,3,2,5,2010,14,4,3.9,22,0,0,0.71
P1251,Hyderabad,1999,3,2,5,2013,11,8,6.2,14,1,1,2.16
P1252,Chennai,2300,3,2,5,1987,37,7,1.7,24,0,1,1.23
P1253,Chennai,604,4,3,7,1998,26,4,9.5,12,0,1,0.75
P1254,Chennai,2024,4,4,8,2009,15,2,4.3,15,1,0,0.93
P1255,Bangalore,2537,3,2,5,1985,39,7,9.2,6,1,1,2.13
P1256,Chennai,1074,4,3,7,1987,37,6,8.0,15,1,0,0.87
P1257,Delhi,2804,5,3,8,2010,14,5,7.8,12,0,0,2.03
P1258,Chennai,2051,3,2,5,2002,22,5,6.5,13,1,0,1.5
P1259,Chennai,1377,3,2,5,1993,31,4,6.6,16,0,0,0.79
P1260,Chennai,1767,3,3,6,2022,2,7,6.7,11,1,1,2.04
P1261,Chennai,2135,5,4,9,2007,17,10,6.7,23,0,0,2.43
P1262,Mumbai,1846,4,3,7,2005,19,4,6.0,23,1,0,1.3
P1263,Mumbai,2123,2,1,3,1985,39,6,9.9,19,0,0,1.78
P1264,Chennai,1248,3,3,6,2005,19,6,7.6,12,1,0,1.32
P1265,Delhi,1902,3,2,5,2011,13,6,8.0,23,1,0,1.71
P1266,Bangalore,952,3,2,5,1990,34,4,8.9,19,0,0,0.75
P1267,Delhi,1733,2,2,4,2020,4,8,2.9,14,0,0,1.43
P1268,Mumbai,1258,4,3,7,2012,12,6,1.8,23,1,0,1.15
P1269,Mumbai,1359,3,2,5,2001,23,6,5.3,20,1,1,1.4
P1270,Chennai,2542,4,3,7,1987,37,5,5.6,3,1,1,1.45
P1271,Bangalore,2455,4,3,7,1996,28,4,8.5,21,1,1,1.52
P1272,Bangalore,2165,4,2,6,2023,1,3,5.0,1,1,1,1.74
P1273,Hyderabad,1145,3,2,5,1996,28,7,6.1,17,0,0,0.92
P1274,Mumbai,1610,3,2,5,1986,38,4,5.7,1,0,1,0.86
P1275,Delhi,2528,2,1,3,2006,18,7,1.3,24,1,0,1.77
P1276,Chennai,1885,3,2,5,2007,17,5,6.5,14,1,1,1.68
P1277,Chennai,3192,2,1,3,2014,10,5,8.5,18,1,0,3.09
P1278,Delhi,2036,3,2,5,1989,35,6,2.4,14,1,1,1.24
P1279,Hyderabad,1915,2,1,3,1993,31,5,6.3,19,1,0,1.22
P1280,Hyderabad,1615,2,1,3,2005,19,3,6.3,9,1,0,0.97
P1281,Mumbai,1880,2,1,3,1995,29,5,2.5,23,1,0,1.12
P1282,Mumbai,1709,1,1,2,1989,35,7,2.1,19,1,0,1.15
P1283,Chennai,2225,4,3,7,2019,5,7,9.8,10,1,1,2.66
P1284,Delhi,2374,4,3,7,2011,13,5,4.5,9,1,0,1.68
P1285,Mumbai,1328,3,2,5,1986,38,6,3.0,22,1,0,0.95
P1286,Chennai,1001,2,1,3,2008,16,4,2.5,4,0,1,0.72
P1287,Delhi,698,2,1,3,2015,9,4,7.0,8,0,0,0.86
P1288,Bangalore,2105,1,1,2,2017,7,2,6.5,19,0,0,1.29
P1289,Mumbai,1138,2,1,3,2023,1,8,6.8,18,1,0,1.89
P1290,Bangalore,508,4,2,6,2014,10,4,1.8,12,1,0,0.69
P1291,Bangalore,2033,2,2,4,2021,3,4,9.0,17,1,1,2.1
P1292,Mumbai,3296,3,3,6,2012,12,5,4.5,16,1,1,3.12
P1293,Delhi,1796,2,2,4,2015,9,3,3.8,5,0,1,1.1
P1294,Bangalore,2303,2,1,3,1995,29,7,5.2,9,1,0,1.55
P1295,Hyderabad,1849,3,2,5,2007,17,3,4.5,1,1,0,1.2
P1296,Hyderabad,1741,3,2,5,1986,38,3,8.8,23,1,0,1.04
P1297,Delhi,2351,2,2,4,2011,13,7,9.4,5,1,1,2.6
P1298,Chennai,1626,2,2,4,2019,5,5,3.7,20,0,0,1.14
P1299,Chennai,1960,3,2,5,1986,38,7,8.8,12,1,0,1.37
P1300,Chennai,1993,2,1,3,2023,1,6,8.0,17,1,0,2.16
P1301,Bangalore,1399,2,1,3,2021,3,4,9.4,6,1,0,1.37
P1302,Mumbai,2395,5,3,8,2005,19,7,3.2,1,0,1,1.86
P1303,Chennai,1695,3,2,5,1989,35,3,6.2,13,1,0,0.86
P1304,Mumbai,1347,3,2,5,2005,19,6,3.5,4,1,0,1.01
P1305,Mumbai,2122,3,2,5,2013,11,6,8.4,17,1,0,2.37
P1306,Bangalore,1261,3,2,5,2004,20,4,1.0,10,0,1,0.9
P1307,Hyderabad,1817,3,2,5,2022,2,7,6.1,9,1,0,2.02
P1308,Mumbai,1795,3,3,6,2004,20,8,4.1,10,1,0,1.58
P1309,Bangalore,2452,4,2,6,2009,15,10,3.9,1,0,0,2.09
P1310,Delhi,2085,2,1,3,1986,38,7,6.8,14,0,0,1.39
P1311,Hyderabad,1785,3,2,5,2016,8,5,8.7,6,1,1,1.94
P1312,Bangalore,2291,3,2,5,2010,14,4,6.5,8,0,0,1.51
P1313,Mumbai,2634,4,3,7,1990,34,4,8.7,4,1,1,1.99
P1314,Delhi,2135,3,2,5,1987,37,6,3.4,6,0,0,1.23
P1315,Delhi,1806,3,2,5,2017,7,5,5.7,19,1,1,1.51
P1316,Mumbai,1013,2,1,3,1985,39,9,5.1,1,1,1,1.17
P1317,Mumbai,1161,3,2,5,1989,35,5,1.1,2,0,0,0.55
P1318,Chennai,1617,2,1,3,1997,27,5,6.0,1,0,0,0.95
P1319,Delhi,1434,3,3,6,2003,21,5,7.0,20,1,0,1.29
P1320,Chennai,1688,2,2,4,1996,28,8,6.3,21,0,0,1.32
P1321,Mumbai,1834,3,2,5,2009,15,7,7.6,22,1,0,1.69
P1322,Bangalore,2118,2,2,4,2019,5,7,6.1,18,0,0,2.13
P1323,Delhi,1758,3,2,5,1996,28,5,1.6,3,0,1,0.9
P1324,Mumbai,2092,4,4,8,2014,10,8,2.0,23,1,0,1.98
P1325,Bangalore,1839,2,1,3,1989,35,2,6.4,19,0,1,0.92
P1326,Mumbai,615,3,3,6,2018,6,8,3.5,6,1,0,1.08
P1327,Chennai,1236,3,2,5,2006,18,6,1.7,21,1,0,1.0
P1328,Bangalore,1714,1,1,2,2023,1,5,4.9,6,1,1,1.69
P1329,Bangalore,1074,4,3,7,1997,27,6,6.0,16,1,0,1.02
P1330,Mumbai,2160,2,2,4,1987,37,7,4.0,18,0,0,1.22
P1331,Delhi,2718,3,3,6,2004,20,1,7.5,21,1,1,1.49
P1332,Bangalore,2531,3,2,5,2015,9,8,6.8,15,1,1,2.8
P1333,Bangalore,1672,3,2,5,1989,35,6,4.0,2,0,0,0.92
P1334,Mumbai,2694,3,2,5,2008,16,5,7.8,14,1,0,2.46
P1335,Mumbai,1889,3,2,5,2017,7,3,6.8,13,1,0,1.32
P1336,Delhi,1598,1,1,2,1992,32,6,6.7,14,1,0,1.37
P1337,Bangalore,1432,4,2,6,2008,16,6,6.0,13,0,0,1.35
P1338,Mumbai,1619,3,2,5,2004,20,5,1.1,6,1,0,0.97
P1339,Bangalore,1567,4,3,7,2000,24,7,7.3,24,1,0,1.64
P1340,Delhi,1902,4,3,7,1996,28,6,4.4,2,1,1,1.26
P1341,Delhi,1896,4,2,6,1997,27,9,9.5,16,0,1,2.24
P1342,Delhi,1802,3,2,5,2023,1,6,8.4,9,1,0,1.96
P1343,Bangalore,2062,3,2,5,2009,15,8,6.3,14,0,0,2.02
P1344,Mumbai,2514,4,2,6,2016,8,3,3.3,5,1,0,1.43
P1345,Mumbai,2370,3,2,5,2008,16,5,2.8,16,0,0,1.55
P1346,Delhi,909,2,1,3,1993,31,5,4.1,16,1,0,0.84
P1347,Delhi,500,4,3,7,2007,17,6,5.3,13,1,0,0.78
P1348,Delhi,2361,4,2,6,1997,27,8,3.7,23,0,0,1.85
P1349,Chennai,980,3,2,5,2016,8,3,5.6,24,1,1,1.05
P1350,Hyderabad,1665,2,1,3,1999,25,3,2.5,17,1,1,0.76
P1351,Mumbai,1098,3,3,6,2020,4,8,9.8,24,1,1,2.01
P1352,Chennai,719,4,3,7,1989,35,4,2.0,4,0,0,0.53
P1353,Delhi,2125,4,3,7,2006,18,7,9.4,7,1,0,2.34
P1354,Delhi,2255,2,1,3,2000,24,6,9.2,6,1,0,1.99
P1355,Hyderabad,1454,2,1,3,1994,30,8,5.7,22,0,1,1.32
P1356,Chennai,500,4,4,8,2008,16,3,7.5,3,1,0,0.7
P1357,Hyderabad,1472,3,2,5,2002,22,3,4.9,17,0,0,0.83
P1358,Mumbai,2035,3,2,5,2002,22,6,6.7,4,1,0,1.58
P1359,Mumbai,913,5,3,8,1991,33,9,4.1,15,0,0,0.96
P1360,Bangalore,1910,2,1,3,1988,36,5,3.7,13,1,0,1.12
P1361,Bangalore,1791,3,2,5,2010,14,5,6.2,18,1,0,1.55
P1362,Mumbai,2148,2,2,4,1989,35,7,5.5,13,1,0,1.57
P1363,Hyderabad,1872,3,2,5,2000,24,9,6.2,8,1,0,1.95
P1364,Bangalore,1216,4,3,7,2019,5,8,3.6,5,1,0,1.57
P1365,Delhi,2518,3,2,5,2010,14,10,4.3,16,1,0,3.08
P1366,Bangalore,1705,5,3,8,2002,22,2,1.8,18,1,1,0.94
P1367,Bangalore,1784,3,3,6,2013,11,3,1.5,11,1,0,1.07
P1368,Mumbai,1240,3,2,5,2007,17,7,3.3,3,1,0,1.28
P1369,Hyderabad,1534,2,2,4,1998,26,8,1.7,15,1,0,1.16
P1370,Delhi,1269,3,2,5,1999,25,5,1.9,24,1,1,0.88
P1371,Mumbai,1696,3,2,5,2017,7,4,8.3,10,1,0,1.74
P1372,Hyderabad,2827,2,2,4,2009,15,8,1.3,21,1,0,2.26
P1373,Hyderabad,977,3,2,5,2005,19,2,6.9,3,1,0,0.81
P1374,Chennai,832,3,3,6,2001,23,5,3.5,16,0,0,0.67
P1375,Hyderabad,2683,4,2,6,2007,17,6,8.8,7,0,0,2.15
P1376,Bangalore,1674,3,3,6,2001,23,6,5.4,13,1,0,1.26
P1377,Hyderabad,1399,4,2,6,1998,26,7,3.8,1,1,1,1.29
P1378,Mumbai,2424,1,1,2,2013,11,5,5.7,10,0,1,2.08
P1379,Chennai,1437,2,2,4,2004,20,7,4.4,10,1,1,1.42
P1380,Chennai,2896,3,3,6,2014,10,6,6.1,23,0,0,2.07
P1381,Mumbai,2207,3,3,6,2003,21,6,2.0,21,1,1,1.49
P1382,Bangalore,1507,1,1,2,2023,1,7,10.0,23,0,0,1.91
P1383,Bangalore,3094,4,3,7,1997,27,4,4.8,5,1,0,1.72
P1384,Chennai,1437,4,2,6,2002,22,3,4.1,20,1,1,1.05
P1385,Mumbai,2245,3,2,5,2007,17,3,7.4,20,1,0,1.64
P1386,Chennai,1980,2,1,3,2017,7,4,4.3,13,0,0,1.29
P1387,Mumbai,2581,4,3,7,2023,1,6,8.5,9,0,0,2.57
P1388,Delhi,2737,3,2,5,2002,22,8,5.1,7,1,0,2.51
P1389,Hyderabad,1819,4,3,7,1993,31,7,7.5,6,1,1,1.87
P1390,Bangalore,1348,4,2,6,2017,7,8,2.0,7,1,0,1.38
P1391,Delhi,2076,4,3,7,2016,8,5,8.6,7,1,0,1.96
P1392,Mumbai,1393,3,2,5,2001,23,5,7.6,22,1,0,1.24
P1393,Chennai,3008,2,1,3,2003,21,5,2.9,1,1,1,1.85
P1394,Hyderabad,1882,3,2,5,2011,13,4,2.3,15,0,0,1.03
P1395,Hyderabad,1581,3,2,5,1990,34,2,3.8,8,0,0,0.62
P1396,Chennai,1911,4,3,7,2019,5,6,9.8,12,1,1,2.12
P1397,Mumbai,992,2,2,4,2021,3,10,3.3,22,1,0,1.62
P1398,Mumbai,1217,2,1,3,2018,6,4,5.1,11,0,0,1.06
P1399,Mumbai,2520,4,3,7,2004,20,2,1.3,21,0,1,1.09
P1400,Delhi,1406,4,2,6,2009,15,7,4.6,24,0,0,1.37
P1401,Mumbai,1172,4,3,7,1988,36,4,6.1,16,0,1,0.83
